offline_id,activity_id,master_agent_id,offline_date,offline_start,offline_end,offline_category,productive_flag,approved_flag,duration_minutes,source_system
O00000200,ACT00000689,A001,2025-02-03,2025-02-03 14:14:00,2025-02-03 14:20:00,Waiting for Work,0,1,6.0,Queue Manager
O00000201,ACT00000693,A001,2025-02-03,2025-02-03 15:07:00,2025-02-03 15:48:00,Coaching,1,1,41.0,SharePoint Tracker
O00000202,ACT00000695,A001,2025-02-04,2025-02-04 07:00:00,2025-02-04 07:02:00,Waiting for Work,0,1,2.0,Queue Manager
O00000203,ACT00000697,A001,2025-02-04,2025-02-04 07:16:00,2025-02-04 07:56:00,Waiting for Work,0,1,40.0,Queue Manager
O00000204,ACT00000699,A001,2025-02-04,2025-02-04 08:10:00,2025-02-04 08:25:00,Break,0,1,15.0,Queue Manager
O00000205,ACT00000702,A001,2025-02-04,2025-02-04 08:53:00,2025-02-04 09:32:00,Waiting for Work,0,1,39.0,Queue Manager
O00000206,ACT00000706,A001,2025-02-04,2025-02-04 10:14:00,2025-02-04 10:44:00,Team Meeting,1,1,30.0,SharePoint Tracker
O00000207,ACT00000707,A001,2025-02-04,2025-02-04 10:44:00,2025-02-04 10:58:00,Break,0,1,14.0,Queue Manager
O00000208,ACT00000708,A001,2025-02-04,2025-02-04 10:58:00,2025-02-04 11:00:00,Unplanned Offline,0,0,2.0,Queue Manager
O00000209,ACT00000709,A001,2025-02-04,2025-02-04 11:00:00,2025-02-04 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000210,ACT00000715,A001,2025-02-04,2025-02-04 12:34:00,2025-02-04 12:45:00,Waiting for Work,0,1,11.0,Queue Manager
O00000211,ACT00000716,A001,2025-02-04,2025-02-04 12:45:00,2025-02-04 13:25:00,Team Meeting,1,1,40.0,SharePoint Tracker
O00000212,ACT00000719,A001,2025-02-04,2025-02-04 14:30:00,2025-02-04 15:12:00,Email Support,1,1,42.0,Queue Manager
O00000213,ACT00000722,A001,2025-02-05,2025-02-05 07:00:00,2025-02-05 07:06:00,Admin,1,1,6.0,SharePoint Tracker
O00000214,ACT00000723,A001,2025-02-05,2025-02-05 07:06:00,2025-02-05 07:23:00,Waiting for Work,0,1,17.0,Queue Manager
O00000215,ACT00000730,A001,2025-02-05,2025-02-05 09:21:00,2025-02-05 09:59:00,Email Support,1,1,38.0,Queue Manager
O00000216,ACT00000734,A001,2025-02-05,2025-02-05 11:00:00,2025-02-05 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000217,ACT00000741,A001,2025-02-05,2025-02-05 13:00:00,2025-02-05 13:07:00,Waiting for Work,0,1,7.0,Queue Manager
O00000218,ACT00000745,A001,2025-02-05,2025-02-05 13:54:00,2025-02-05 14:52:00,System Issue,0,1,58.0,IT Incident Log
O00000219,ACT00000748,A001,2025-02-05,2025-02-05 15:16:00,2025-02-05 15:45:00,Team Meeting,1,1,29.0,SharePoint Tracker
O00000220,ACT00000749,A001,2025-02-05,2025-02-05 15:46:00,2025-02-05 16:00:00,Email Support,1,1,14.0,Queue Manager
O00000221,ACT00000751,A001,2025-02-06,2025-02-06 07:11:00,2025-02-06 08:19:00,Training,1,1,68.0,SharePoint Tracker
O00000222,ACT00000752,A001,2025-02-06,2025-02-06 08:19:00,2025-02-06 09:07:00,Email Support,1,1,48.0,Queue Manager
O00000223,ACT00000754,A001,2025-02-06,2025-02-06 09:14:00,2025-02-06 09:29:00,Break,0,1,15.0,Queue Manager
O00000224,ACT00000759,A001,2025-02-06,2025-02-06 10:33:00,2025-02-06 10:53:00,Admin,1,1,20.0,SharePoint Tracker
O00000225,ACT00000761,A001,2025-02-06,2025-02-06 11:00:00,2025-02-06 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000226,ACT00000767,A001,2025-02-06,2025-02-06 12:55:00,2025-02-06 13:42:00,System Issue,0,1,47.0,IT Incident Log
O00000227,ACT00000776,A001,2025-02-07,2025-02-07 07:10:00,2025-02-07 07:20:00,Admin,1,1,10.0,SharePoint Tracker
O00000228,ACT00000781,A001,2025-02-07,2025-02-07 08:52:00,2025-02-07 08:57:00,Waiting for Work,0,1,5.0,Queue Manager
O00000229,ACT00000787,A001,2025-02-07,2025-02-07 10:28:00,2025-02-07 10:54:00,Admin,1,1,26.0,SharePoint Tracker
O00000230,ACT00000788,A001,2025-02-07,2025-02-07 10:54:00,2025-02-07 11:00:00,Waiting for Work,0,1,6.0,Queue Manager
O00000231,ACT00000789,A001,2025-02-07,2025-02-07 11:00:00,2025-02-07 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000232,ACT00000795,A001,2025-02-07,2025-02-07 12:38:00,2025-02-07 13:38:00,Team Meeting,1,1,60.0,SharePoint Tracker
O00000233,ACT00000796,A001,2025-02-07,2025-02-07 13:38:00,2025-02-07 13:54:00,System Issue,0,1,16.0,IT Incident Log
O00000234,ACT00000800,A001,2025-02-07,2025-02-07 14:52:00,2025-02-07 15:25:00,Email Support,1,1,33.0,Queue Manager
O00000235,ACT00000801,A001,2025-02-07,2025-02-07 15:25:00,2025-02-07 15:55:00,Email Support,1,1,30.0,Queue Manager
O00000236,ACT00000805,A001,2025-02-09,2025-02-09 07:29:00,2025-02-09 07:43:00,Break,0,1,14.0,Queue Manager
O00000237,ACT00000807,A001,2025-02-09,2025-02-09 08:05:00,2025-02-09 08:24:00,Waiting for Work,0,1,19.0,Queue Manager
O00000238,ACT00000809,A001,2025-02-09,2025-02-09 08:42:00,2025-02-09 09:03:00,Coaching,1,1,21.0,SharePoint Tracker
O00000239,ACT00000815,A001,2025-02-09,2025-02-09 11:00:00,2025-02-09 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000240,ACT00000816,A001,2025-02-09,2025-02-09 11:30:00,2025-02-09 11:34:00,Waiting for Work,0,1,4.0,Queue Manager
O00000241,ACT00000819,A001,2025-02-09,2025-02-09 12:08:00,2025-02-09 13:29:00,Training,1,1,81.0,SharePoint Tracker
O00000242,ACT00000820,A001,2025-02-09,2025-02-09 13:29:00,2025-02-09 13:36:00,Waiting for Work,0,1,7.0,Queue Manager
O00000243,ACT00000824,A001,2025-02-09,2025-02-09 14:17:00,2025-02-09 15:00:00,Team Meeting,1,1,43.0,SharePoint Tracker
O00000244,ACT00000826,A001,2025-02-09,2025-02-09 15:11:00,2025-02-09 16:00:00,Waiting for Work,0,1,49.0,Queue Manager
O00000245,ACT00000830,A001,2025-02-10,2025-02-10 07:34:00,2025-02-10 07:57:00,Coaching,1,1,23.0,SharePoint Tracker
O00000246,ACT00000837,A001,2025-02-10,2025-02-10 10:02:00,2025-02-10 10:11:00,Waiting for Work,0,1,9.0,Queue Manager
O00000247,ACT00000838,A001,2025-02-10,2025-02-10 10:11:00,2025-02-10 11:00:00,Training,1,1,49.0,SharePoint Tracker
O00000248,ACT00000839,A001,2025-02-10,2025-02-10 11:00:00,2025-02-10 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000249,ACT00000851,A001,2025-02-10,2025-02-10 15:18:00,2025-02-10 15:51:00,Admin,1,1,33.0,SharePoint Tracker
O00000250,ACT00000852,A001,2025-02-10,2025-02-10 15:51:00,2025-02-10 16:00:00,Waiting for Work,0,1,9.0,Queue Manager
O00000251,ACT00000860,A001,2025-02-11,2025-02-11 08:34:00,2025-02-11 09:23:00,Email Support,1,1,49.0,Queue Manager
O00000252,ACT00000861,A001,2025-02-11,2025-02-11 09:26:00,2025-02-11 09:41:00,Waiting for Work,0,1,15.0,Queue Manager
O00000253,ACT00000862,A001,2025-02-11,2025-02-11 09:41:00,2025-02-11 09:53:00,Break,0,1,12.0,Queue Manager
O00000254,ACT00000863,A001,2025-02-11,2025-02-11 09:53:00,2025-02-11 10:35:00,System Issue,0,1,42.0,IT Incident Log
O00000255,ACT00000867,A001,2025-02-11,2025-02-11 11:00:00,2025-02-11 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000256,ACT00000869,A001,2025-02-11,2025-02-11 11:42:00,2025-02-11 12:07:00,Waiting for Work,0,1,25.0,Queue Manager
O00000257,ACT00000870,A001,2025-02-11,2025-02-11 12:07:00,2025-02-11 12:20:00,Waiting for Work,0,1,13.0,Queue Manager
O00000258,ACT00000875,A001,2025-02-11,2025-02-11 13:11:00,2025-02-11 14:01:00,Email Support,1,1,50.0,Queue Manager
O00000259,ACT00000876,A001,2025-02-11,2025-02-11 14:01:00,2025-02-11 14:30:00,System Issue,0,1,29.0,IT Incident Log
O00000260,ACT00000877,A001,2025-02-11,2025-02-11 14:30:00,2025-02-11 14:40:00,Admin,1,1,10.0,SharePoint Tracker
O00000261,ACT00000881,A001,2025-02-11,2025-02-11 15:23:00,2025-02-11 15:36:00,Admin,1,1,13.0,SharePoint Tracker
O00000262,ACT00000882,A001,2025-02-11,2025-02-11 15:36:00,2025-02-11 15:41:00,Waiting for Work,0,1,5.0,Queue Manager
O00000263,ACT00000884,A001,2025-02-12,2025-02-12 07:00:00,2025-02-12 07:11:00,Admin,1,1,11.0,SharePoint Tracker
O00000264,ACT00000888,A001,2025-02-12,2025-02-12 07:44:00,2025-02-12 08:22:00,Coaching,1,1,38.0,SharePoint Tracker
O00000265,ACT00000897,A001,2025-02-12,2025-02-12 10:21:00,2025-02-12 10:53:00,Waiting for Work,0,1,32.0,Queue Manager
O00000266,ACT00000899,A001,2025-02-12,2025-02-12 11:00:00,2025-02-12 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000267,ACT00000902,A001,2025-02-12,2025-02-12 11:50:00,2025-02-12 11:55:00,Waiting for Work,0,1,5.0,Queue Manager
O00000268,ACT00000905,A001,2025-02-12,2025-02-12 12:27:00,2025-02-12 12:30:00,Waiting for Work,0,1,3.0,Queue Manager
O00000269,ACT00000906,A001,2025-02-12,2025-02-12 12:30:00,2025-02-12 12:42:00,Break,0,1,12.0,Queue Manager
O00000270,ACT00000916,A001,2025-02-12,2025-02-12 15:11:00,2025-02-12 15:38:00,System Issue,0,1,27.0,IT Incident Log
O00000271,ACT00000919,A001,2025-02-13,2025-02-13 07:05:00,2025-02-13 07:13:00,Admin,1,1,8.0,SharePoint Tracker
O00000272,ACT00000920,A001,2025-02-13,2025-02-13 07:13:00,2025-02-13 07:17:00,Waiting for Work,0,1,4.0,Queue Manager
O00000273,ACT00000926,A001,2025-02-13,2025-02-13 08:36:00,2025-02-13 08:48:00,Waiting for Work,0,1,12.0,Queue Manager
O00000274,ACT00000929,A001,2025-02-13,2025-02-13 09:27:00,2025-02-13 09:53:00,System Issue,0,1,26.0,IT Incident Log
O00000275,ACT00000933,A001,2025-02-13,2025-02-13 11:00:00,2025-02-13 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000276,ACT00000935,A001,2025-02-13,2025-02-13 11:45:00,2025-02-13 12:30:00,Email Support,1,1,45.0,Queue Manager
O00000277,ACT00000938,A001,2025-02-13,2025-02-13 12:59:00,2025-02-13 13:09:00,Waiting for Work,0,1,10.0,Queue Manager
O00000278,ACT00000942,A001,2025-02-13,2025-02-13 14:02:00,2025-02-13 14:26:00,System Issue,0,1,24.0,IT Incident Log
O00000279,ACT00000952,A001,2025-02-14,2025-02-14 07:19:00,2025-02-14 07:37:00,Admin,1,1,18.0,SharePoint Tracker
O00000280,ACT00000954,A001,2025-02-14,2025-02-14 07:46:00,2025-02-14 08:43:00,Team Meeting,1,1,57.0,SharePoint Tracker
O00000281,ACT00000957,A001,2025-02-14,2025-02-14 09:45:00,2025-02-14 10:39:00,Team Meeting,1,1,54.0,SharePoint Tracker
O00000282,ACT00000958,A001,2025-02-14,2025-02-14 10:39:00,2025-02-14 11:00:00,Team Meeting,1,1,21.0,SharePoint Tracker
O00000283,ACT00000959,A001,2025-02-14,2025-02-14 11:00:00,2025-02-14 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000284,ACT00000960,A001,2025-02-14,2025-02-14 11:30:00,2025-02-14 12:13:00,Unplanned Offline,0,0,43.0,Queue Manager
O00000285,ACT00000963,A001,2025-02-14,2025-02-14 12:48:00,2025-02-14 13:45:00,Training,1,1,57.0,SharePoint Tracker
O00000286,ACT00000965,A001,2025-02-14,2025-02-14 14:30:00,2025-02-14 14:40:00,Admin,1,1,10.0,SharePoint Tracker
O00000287,ACT00000967,A001,2025-02-14,2025-02-14 14:57:00,2025-02-14 15:46:00,Team Meeting,1,1,49.0,SharePoint Tracker
O00000288,ACT00000969,A001,2025-02-17,2025-02-17 07:00:00,2025-02-17 07:08:00,Admin,1,1,8.0,SharePoint Tracker
O00000289,ACT00000974,A001,2025-02-17,2025-02-17 07:58:00,2025-02-17 08:45:00,Waiting for Work,0,1,47.0,Queue Manager
O00000290,ACT00000975,A001,2025-02-17,2025-02-17 08:45:00,2025-02-17 09:12:00,Team Meeting,1,1,27.0,SharePoint Tracker
O00000291,ACT00000976,A001,2025-02-17,2025-02-17 09:12:00,2025-02-17 09:24:00,Break,0,1,12.0,Queue Manager
O00000292,ACT00000977,A001,2025-02-17,2025-02-17 09:25:00,2025-02-17 10:06:00,Waiting for Work,0,1,41.0,Queue Manager
O00000293,ACT00000983,A001,2025-02-17,2025-02-17 11:00:00,2025-02-17 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000294,ACT00000984,A001,2025-02-17,2025-02-17 11:30:00,2025-02-17 11:41:00,Waiting for Work,0,1,11.0,Queue Manager
O00000295,ACT00000997,A001,2025-02-18,2025-02-18 07:17:00,2025-02-18 07:29:00,Break,0,1,12.0,Queue Manager
O00000296,ACT00000998,A001,2025-02-18,2025-02-18 07:29:00,2025-02-18 07:43:00,Break,0,1,14.0,Queue Manager
O00000297,ACT00001000,A001,2025-02-18,2025-02-18 08:10:00,2025-02-18 08:28:00,Team Meeting,1,1,18.0,SharePoint Tracker
O00000298,ACT00001009,A001,2025-02-18,2025-02-18 11:00:00,2025-02-18 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000299,ACT00001010,A001,2025-02-18,2025-02-18 11:30:00,2025-02-18 12:01:00,Email Support,1,1,31.0,Queue Manager
O00000300,ACT00001020,A001,2025-02-18,2025-02-18 15:02:00,2025-02-18 16:00:00,Training,1,1,58.0,SharePoint Tracker
O00000301,ACT00001021,A001,2025-02-19,2025-02-19 07:00:00,2025-02-19 08:56:00,Training,1,1,116.0,SharePoint Tracker
O00000302,ACT00001023,A001,2025-02-19,2025-02-19 09:02:00,2025-02-19 09:43:00,Unplanned Offline,0,0,41.0,Queue Manager
O00000303,ACT00001029,A001,2025-02-19,2025-02-19 11:00:00,2025-02-19 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000304,ACT00001032,A001,2025-02-19,2025-02-19 12:00:00,2025-02-19 12:14:00,Break,0,1,14.0,Queue Manager
O00000305,ACT00001033,A001,2025-02-19,2025-02-19 12:14:00,2025-02-19 12:20:00,Waiting for Work,0,1,6.0,Queue Manager
O00000306,ACT00001038,A001,2025-02-19,2025-02-19 13:17:00,2025-02-19 13:51:00,System Issue,0,1,34.0,IT Incident Log
O00000307,ACT00001051,A001,2025-02-20,2025-02-20 07:50:00,2025-02-20 07:55:00,Waiting for Work,0,1,5.0,Queue Manager
O00000308,ACT00001055,A001,2025-02-20,2025-02-20 08:55:00,2025-02-20 09:08:00,Break,0,1,13.0,Queue Manager
O00000309,ACT00001058,A001,2025-02-20,2025-02-20 09:39:00,2025-02-20 09:46:00,Waiting for Work,0,1,7.0,Queue Manager
O00000310,ACT00001059,A001,2025-02-20,2025-02-20 09:46:00,2025-02-20 10:39:00,System Issue,0,1,53.0,IT Incident Log
O00000311,ACT00001060,A001,2025-02-20,2025-02-20 10:39:00,2025-02-20 11:00:00,Admin,1,1,21.0,SharePoint Tracker
O00000312,ACT00001061,A001,2025-02-20,2025-02-20 11:00:00,2025-02-20 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000313,ACT00001064,A001,2025-02-20,2025-02-20 12:03:00,2025-02-20 12:53:00,Email Support,1,1,50.0,Queue Manager
O00000314,ACT00001065,A001,2025-02-20,2025-02-20 12:53:00,2025-02-20 13:03:00,Admin,1,1,10.0,SharePoint Tracker
O00000315,ACT00001067,A001,2025-02-20,2025-02-20 13:42:00,2025-02-20 14:04:00,Waiting for Work,0,1,22.0,Queue Manager
O00000316,ACT00001068,A001,2025-02-20,2025-02-20 14:04:00,2025-02-20 14:06:00,Waiting for Work,0,1,2.0,Queue Manager
O00000317,ACT00001072,A001,2025-02-20,2025-02-20 14:44:00,2025-02-20 14:57:00,Break,0,1,13.0,Queue Manager
O00000318,ACT00001078,A001,2025-02-21,2025-02-21 07:00:00,2025-02-21 07:19:00,Admin,1,1,19.0,SharePoint Tracker
O00000319,ACT00001082,A001,2025-02-21,2025-02-21 08:02:00,2025-02-21 08:04:00,Waiting for Work,0,1,2.0,Queue Manager
O00000320,ACT00001084,A001,2025-02-21,2025-02-21 08:27:00,2025-02-21 09:20:00,System Issue,0,1,53.0,IT Incident Log
O00000321,ACT00001086,A001,2025-02-21,2025-02-21 09:59:00,2025-02-21 10:48:00,Waiting for Work,0,1,49.0,Queue Manager
O00000322,ACT00001087,A001,2025-02-21,2025-02-21 10:48:00,2025-02-21 11:00:00,Admin,1,1,12.0,SharePoint Tracker
O00000323,ACT00001088,A001,2025-02-21,2025-02-21 11:00:00,2025-02-21 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000324,ACT00001093,A001,2025-02-21,2025-02-21 12:46:00,2025-02-21 13:21:00,Admin,1,1,35.0,SharePoint Tracker
O00000325,ACT00001103,A001,2025-02-24,2025-02-24 07:00:00,2025-02-24 07:11:00,Waiting for Work,0,1,11.0,Queue Manager
O00000326,ACT00001109,A001,2025-02-24,2025-02-24 08:21:00,2025-02-24 09:23:00,System Issue,0,1,62.0,IT Incident Log
O00000327,ACT00001110,A001,2025-02-24,2025-02-24 09:23:00,2025-02-24 09:50:00,Email Support,1,1,27.0,Queue Manager
O00000328,ACT00001111,A001,2025-02-24,2025-02-24 09:50:00,2025-02-24 10:25:00,Coaching,1,1,35.0,SharePoint Tracker
O00000329,ACT00001113,A001,2025-02-24,2025-02-24 11:00:00,2025-02-24 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000330,ACT00001121,A001,2025-02-24,2025-02-24 13:23:00,2025-02-24 13:35:00,Break,0,1,12.0,Queue Manager
O00000331,ACT00001125,A001,2025-02-24,2025-02-24 14:16:00,2025-02-24 15:00:00,Coaching,1,1,44.0,SharePoint Tracker
O00000332,ACT00001127,A001,2025-02-24,2025-02-24 15:15:00,2025-02-24 15:23:00,Waiting for Work,0,1,8.0,Queue Manager
O00000333,ACT00001129,A001,2025-02-24,2025-02-24 15:39:00,2025-02-24 15:53:00,Waiting for Work,0,1,14.0,Queue Manager
O00000334,ACT00001139,A001,2025-02-25,2025-02-25 09:38:00,2025-02-25 09:52:00,Break,0,1,14.0,Queue Manager
O00000335,ACT00001143,A001,2025-02-25,2025-02-25 11:00:00,2025-02-25 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000336,ACT00001144,A001,2025-02-25,2025-02-25 11:30:00,2025-02-25 12:08:00,Waiting for Work,0,1,38.0,Queue Manager
O00000337,ACT00001148,A001,2025-02-25,2025-02-25 13:14:00,2025-02-25 13:31:00,Admin,1,1,17.0,SharePoint Tracker
O00000338,ACT00001150,A001,2025-02-25,2025-02-25 13:56:00,2025-02-25 14:32:00,Email Support,1,1,36.0,Queue Manager
O00000339,ACT00001151,A001,2025-02-25,2025-02-25 14:32:00,2025-02-25 14:51:00,Admin,1,1,19.0,SharePoint Tracker
O00000340,ACT00001152,A001,2025-02-25,2025-02-25 14:51:00,2025-02-25 15:27:00,Team Meeting,1,1,36.0,SharePoint Tracker
O00000341,ACT00001153,A001,2025-02-25,2025-02-25 15:27:00,2025-02-25 15:39:00,Waiting for Work,0,1,12.0,Queue Manager
O00000342,ACT00001156,A001,2025-02-27,2025-02-27 07:00:00,2025-02-27 07:19:00,Admin,1,1,19.0,SharePoint Tracker
O00000343,ACT00001160,A001,2025-02-27,2025-02-27 08:03:00,2025-02-27 08:05:00,Waiting for Work,0,1,2.0,Queue Manager
O00000344,ACT00001162,A001,2025-02-27,2025-02-27 08:23:00,2025-02-27 08:49:00,Email Support,1,1,26.0,Queue Manager
O00000345,ACT00001166,A001,2025-02-27,2025-02-27 09:32:00,2025-02-27 10:21:00,System Issue,0,1,49.0,IT Incident Log
O00000346,ACT00001170,A001,2025-02-27,2025-02-27 11:00:00,2025-02-27 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000347,ACT00001180,A001,2025-02-27,2025-02-27 13:48:00,2025-02-27 15:24:00,Training,1,1,96.0,SharePoint Tracker
O00000348,ACT00001183,A001,2025-02-27,2025-02-27 15:57:00,2025-02-27 16:00:00,Unplanned Offline,0,0,3.0,Queue Manager
O00000349,ACT00001184,A001,2025-02-28,2025-02-28 07:00:00,2025-02-28 07:16:00,Admin,1,1,16.0,SharePoint Tracker
O00000350,ACT00001197,A001,2025-02-28,2025-02-28 11:00:00,2025-02-28 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000351,ACT00001199,A001,2025-02-28,2025-02-28 11:50:00,2025-02-28 12:28:00,Admin,1,1,38.0,SharePoint Tracker
O00000352,ACT00001203,A001,2025-02-28,2025-02-28 13:08:00,2025-02-28 13:10:00,Waiting for Work,0,1,2.0,Queue Manager
O00000353,ACT00001204,A001,2025-02-28,2025-02-28 13:10:00,2025-02-28 13:21:00,Waiting for Work,0,1,11.0,Queue Manager
O00000354,ACT00001206,A001,2025-02-28,2025-02-28 13:38:00,2025-02-28 13:41:00,Waiting for Work,0,1,3.0,Queue Manager
O00000355,ACT00001207,A001,2025-02-28,2025-02-28 13:41:00,2025-02-28 14:14:00,Admin,1,1,33.0,SharePoint Tracker
O00000356,ACT00001212,A001,2025-02-28,2025-02-28 15:19:00,2025-02-28 15:25:00,Waiting for Work,0,1,6.0,Queue Manager
O00000357,ACT00001215,A001,2025-02-28,2025-02-28 15:57:00,2025-02-28 16:00:00,Training,1,1,3.0,SharePoint Tracker
O00000358,ACT00001216,A001,2025-03-03,2025-03-03 07:00:00,2025-03-03 07:16:00,Admin,1,1,16.0,SharePoint Tracker
O00000359,ACT00001217,A001,2025-03-03,2025-03-03 07:16:00,2025-03-03 07:28:00,Break,0,1,12.0,Queue Manager
O00000360,ACT00001228,A001,2025-03-03,2025-03-03 11:00:00,2025-03-03 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000361,ACT00001233,A001,2025-03-03,2025-03-03 12:41:00,2025-03-03 12:49:00,Waiting for Work,0,1,8.0,Queue Manager
O00000362,ACT00001252,A001,2025-03-04,2025-03-04 08:02:00,2025-03-04 08:38:00,System Issue,0,1,36.0,IT Incident Log
O00000363,ACT00001255,A001,2025-03-04,2025-03-04 09:11:00,2025-03-04 09:14:00,Waiting for Work,0,1,3.0,Queue Manager
O00000364,ACT00001262,A001,2025-03-04,2025-03-04 11:00:00,2025-03-04 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000365,ACT00001273,A001,2025-03-04,2025-03-04 14:09:00,2025-03-04 14:30:00,Waiting for Work,0,1,21.0,Queue Manager
O00000366,ACT00001285,A001,2025-03-05,2025-03-05 09:27:00,2025-03-05 09:34:00,Waiting for Work,0,1,7.0,Queue Manager
O00000367,ACT00001287,A001,2025-03-05,2025-03-05 09:45:00,2025-03-05 10:10:00,Unplanned Offline,0,0,25.0,Queue Manager
O00000368,ACT00001292,A001,2025-03-05,2025-03-05 11:00:00,2025-03-05 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000369,ACT00001300,A001,2025-03-05,2025-03-05 13:47:00,2025-03-05 13:59:00,Break,0,1,12.0,Queue Manager
O00000370,ACT00001302,A001,2025-03-05,2025-03-05 14:18:00,2025-03-05 15:16:00,Email Support,1,1,58.0,Queue Manager
O00000371,ACT00001307,A001,2025-03-06,2025-03-06 07:21:00,2025-03-06 07:44:00,Team Meeting,1,1,23.0,SharePoint Tracker
O00000372,ACT00001308,A001,2025-03-06,2025-03-06 07:44:00,2025-03-06 08:11:00,Team Meeting,1,1,27.0,SharePoint Tracker
O00000373,ACT00001309,A001,2025-03-06,2025-03-06 08:14:00,2025-03-06 08:56:00,Coaching,1,1,42.0,SharePoint Tracker
O00000374,ACT00001311,A001,2025-03-06,2025-03-06 09:16:00,2025-03-06 09:57:00,Waiting for Work,0,1,41.0,Queue Manager
O00000375,ACT00001313,A001,2025-03-06,2025-03-06 10:15:00,2025-03-06 10:30:00,Break,0,1,15.0,Queue Manager
O00000376,ACT00001314,A001,2025-03-06,2025-03-06 10:30:00,2025-03-06 11:00:00,Waiting for Work,0,1,30.0,Queue Manager
O00000377,ACT00001315,A001,2025-03-06,2025-03-06 11:00:00,2025-03-06 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000378,ACT00001319,A001,2025-03-06,2025-03-06 12:14:00,2025-03-06 12:25:00,Waiting for Work,0,1,11.0,Queue Manager
O00000379,ACT00001322,A001,2025-03-06,2025-03-06 12:58:00,2025-03-06 13:29:00,Unplanned Offline,0,0,31.0,Queue Manager
O00000380,ACT00001323,A001,2025-03-06,2025-03-06 13:29:00,2025-03-06 14:19:00,Team Meeting,1,1,50.0,SharePoint Tracker
O00000381,ACT00001324,A001,2025-03-06,2025-03-06 14:19:00,2025-03-06 14:46:00,Coaching,1,1,27.0,SharePoint Tracker
O00000382,ACT00001326,A001,2025-03-06,2025-03-06 15:24:00,2025-03-06 16:00:00,System Issue,0,1,36.0,IT Incident Log
O00000383,ACT00001327,A001,2025-03-07,2025-03-07 07:00:00,2025-03-07 07:10:00,Admin,1,1,10.0,SharePoint Tracker
O00000384,ACT00001335,A001,2025-03-07,2025-03-07 09:13:00,2025-03-07 09:24:00,Break,0,1,11.0,Queue Manager
O00000385,ACT00001338,A001,2025-03-07,2025-03-07 10:11:00,2025-03-07 10:26:00,Break,0,1,15.0,Queue Manager
O00000386,ACT00001340,A001,2025-03-07,2025-03-07 10:38:00,2025-03-07 10:51:00,Email Support,1,1,13.0,Queue Manager
O00000387,ACT00001342,A001,2025-03-07,2025-03-07 11:00:00,2025-03-07 11:30:00,Lunch,0,1,30.0,Queue Manager
O00000388,ACT00001345,A001,2025-03-07,2025-03-07 12:24:00,2025-03-07 12:36:00,Break,0,1,12.0,Queue Manager
O00000389,ACT00001346,A001,2025-03-07,2025-03-07 12:37:00,2025-03-07 13:28:00,Training,1,1,51.0,SharePoint Tracker
O00000390,ACT00001350,A001,2025-03-07,2025-03-07 14:28:00,2025-03-07 14:40:00,Waiting for Work,0,1,12.0,Queue Manager
O00000391,ACT00001352,A001,2025-03-07,2025-03-07 14:56:00,2025-03-07 15:29:00,Admin,1,1,33.0,SharePoint Tracker
O00000392,ACT00001353,A001,2025-03-07,2025-03-07 15:29:00,2025-03-07 15:43:00,Break,0,1,14.0,Queue Manager
O00000393,ACT00001356,A001,2025-03-10,2025-03-10 07:00:00,2025-03-10 07:20:00,Admin,1,1,20.0,SharePoint Tracker
O00000394,ACT00001366,A001,2025-03-10,2025-03-10 09:52:00,2025-03-10 09:58:00,Unplanned Offline,0,0,6.0,Queue Manager
O00000395,ACT00001371,A001,2025-03-10,2025-03-10 10:41:00,2025-03-10 10:56:00,Team Meeting,1,1,15.0,SharePoint Tracker
