qa_id,call_id,master_agent_id,review_date,qa_score,compliance_score,empathy_score,documentation_score,qa_pass_flag
Q00000357,C00080931,A074,2025-03-31,97.7,100.0,91.2,88.4,1
Q00000358,C00026320,A025,2025-02-24,83.6,74.8,89.2,84.5,0
Q00000359,C00068151,A064,2025-01-09,96.5,98.2,95.2,98.1,1
Q00000360,C00040385,A037,2025-03-24,79.5,75.3,76.9,73.0,0
Q00000361,C00036340,A034,2025-02-07,84.3,83.7,81.7,87.6,1
Q00000362,C00064677,A060,2025-03-19,81.6,80.5,82.1,76.9,1
Q00000363,C00047731,A044,2025-02-12,74.3,76.3,67.6,80.2,0
Q00000364,C00052404,A049,2025-02-08,78.0,79.4,87.3,70.3,0
Q00000365,C00001386,A002,2025-02-09,86.4,89.3,88.7,91.7,1
Q00000366,C00024665,A023,2025-03-18,79.7,79.2,78.8,80.7,0
Q00000367,C00075342,A070,2025-02-16,83.9,83.7,74.4,93.8,1
Q00000368,C00079770,A074,2025-01-17,100.0,100.0,100.0,100.0,1
Q00000369,C00040395,A037,2025-03-22,91.8,98.8,93.5,86.4,1
Q00000370,C00069113,A064,2025-03-13,86.7,92.6,83.0,70.3,1
Q00000371,C00008936,A009,2025-01-24,100.0,100.0,93.4,100.0,1
Q00000372,C00060982,A057,2025-02-17,82.5,71.9,75.3,76.9,0
Q00000373,C00056408,A052,2025-03-12,90.6,89.3,98.3,91.5,1
Q00000374,C00063158,A059,2025-02-27,97.5,98.2,90.2,100.0,1
Q00000375,C00058427,A054,2025-03-26,90.1,93.7,84.4,84.9,1
Q00000376,C00046934,A043,2025-03-02,96.8,91.3,100.0,98.3,1
Q00000377,C00023294,A022,2025-03-23,93.0,89.2,86.9,90.9,1
Q00000378,C00053134,A049,2025-03-27,80.9,77.3,71.4,82.8,1
Q00000379,C00010868,A010,2025-04-04,85.2,80.0,83.6,86.3,1
Q00000380,C00074059,A069,2025-01-29,74.9,77.5,75.1,72.5,0
Q00000381,C00012552,A012,2025-02-28,96.0,99.8,94.4,100.0,1
Q00000382,C00002438,A003,2025-02-10,72.9,63.6,70.2,71.3,0
Q00000383,C00073571,A068,2025-03-27,89.3,89.7,100.0,97.0,1
Q00000384,C00008151,A008,2025-02-15,77.1,72.6,67.9,86.9,0
Q00000385,C00068429,A064,2025-01-27,93.0,93.4,81.7,100.0,1
Q00000386,C00041323,A038,2025-02-26,86.6,83.6,87.0,88.3,1
Q00000387,C00011501,A011,2025-03-01,84.0,80.1,88.4,98.4,1
Q00000388,C00023298,A022,2025-03-21,91.2,88.3,95.3,99.9,1
Q00000389,C00045258,A042,2025-01-22,88.9,89.5,92.6,85.0,1
Q00000390,C00037726,A035,2025-02-22,79.7,78.1,88.3,89.6,0
Q00000391,C00056207,A052,2025-03-02,92.0,90.3,90.4,83.4,1
Q00000392,C00010711,A010,2025-03-22,84.0,86.5,70.8,88.4,1
Q00000393,C00005765,A006,2025-02-28,80.0,75.0,90.6,81.1,0
Q00000394,C00026678,A025,2025-03-29,87.3,89.1,83.9,86.6,1
Q00000395,C00057848,A054,2025-01-27,84.9,84.4,79.8,85.8,1
Q00000396,C00008410,A008,2025-03-06,95.1,83.4,91.4,100.0,1
Q00000397,C00071789,A067,2025-02-01,99.1,95.1,100.0,100.0,1
Q00000398,C00013442,A013,2025-03-04,80.5,82.7,71.5,82.1,1
Q00000399,C00073684,A068,2025-03-30,80.9,74.8,88.6,89.1,0
Q00000400,C00055565,A052,2025-01-09,97.2,97.1,87.8,90.0,1
Q00000401,C00049063,A045,2025-03-21,85.4,88.7,80.8,87.2,1
Q00000402,C00014505,A014,2025-03-23,96.0,97.0,93.1,88.5,1
Q00000403,C00063994,A060,2025-02-03,91.9,94.2,100.0,92.6,1
Q00000404,C00036759,A034,2025-03-11,75.0,70.3,79.5,72.1,0
Q00000405,C00002495,A003,2025-02-07,76.0,72.9,66.7,73.9,0
Q00000406,C00013213,A013,2025-02-09,77.9,78.8,78.5,85.9,0
Q00000407,C00014535,A014,2025-03-24,82.8,82.1,75.9,89.9,1
Q00000408,C00065077,A061,2025-01-18,98.8,100.0,99.9,95.4,1
Q00000409,C00006749,A007,2025-02-15,89.1,89.4,93.9,70.9,1
Q00000410,C00054537,A050,2025-03-31,76.7,78.4,82.5,65.4,0
Q00000411,C00034856,A032,2025-03-24,77.1,84.1,66.1,87.1,0
Q00000412,C00065245,A061,2025-02-12,85.4,86.6,77.9,81.9,1
Q00000413,C00028073,A026,2025-04-01,75.3,77.6,70.8,79.7,0
Q00000414,C00000324,A001,2025-02-02,80.5,77.9,70.8,76.5,1
Q00000415,C00032091,A030,2025-03-05,80.9,81.0,74.3,79.4,1
Q00000416,C00057999,A054,2025-02-17,70.0,65.5,75.2,60.9,0
Q00000417,C00076244,A071,2025-01-22,80.2,78.5,81.2,72.1,1
Q00000418,C00072463,A067,2025-04-04,90.0,90.8,87.8,89.1,1
Q00000419,C00058737,A055,2025-01-19,94.2,92.8,88.9,98.2,1
Q00000420,C00038877,A036,2025-02-09,84.8,90.7,89.8,79.8,1
Q00000421,C00056041,A052,2025-02-17,88.9,91.4,85.4,91.1,1
Q00000422,C00052669,A049,2025-02-23,83.4,78.1,87.6,91.2,1
Q00000423,C00003260,A004,2025-01-04,76.0,87.2,80.8,56.9,0
Q00000424,C00024411,A023,2025-03-05,77.7,83.2,81.6,89.0,0
Q00000425,C00006878,A007,2025-02-21,86.9,86.5,83.0,91.1,1
Q00000426,C00020001,A020,2025-01-23,83.1,90.8,83.8,89.4,1
Q00000427,C00026450,A025,2025-03-07,91.5,95.5,84.8,91.2,1
Q00000428,C00028809,A027,2025-02-27,79.0,81.7,75.7,70.4,0
Q00000429,C00050851,A047,2025-03-21,87.7,95.2,90.4,86.9,1
Q00000430,C00068020,A063,2025-03-28,89.4,84.9,76.4,86.9,1
Q00000431,C00027226,A026,2025-01-31,84.7,83.8,93.1,81.9,1
Q00000432,C00037451,A035,2025-01-30,84.4,86.5,88.6,68.2,1
Q00000433,C00050664,A047,2025-03-04,72.6,68.5,67.9,82.9,0
Q00000434,C00054273,A050,2025-03-15,76.6,78.8,71.0,70.5,0
Q00000435,C00071429,A066,2025-03-27,86.5,88.4,90.2,91.0,1
Q00000436,C00009204,A009,2025-02-15,86.4,95.3,94.9,85.7,1
Q00000437,C00048221,A044,2025-04-04,96.4,100.0,98.2,100.0,1
Q00000438,C00081393,A075,2025-01-24,86.7,82.1,74.0,95.4,1
Q00000439,C00044331,A041,2025-01-21,97.8,95.1,86.9,98.6,1
Q00000440,C00016436,A016,2025-03-08,91.3,91.1,95.7,96.0,1
Q00000441,C00009259,A009,2025-02-20,82.5,86.1,79.7,78.8,1
Q00000442,C00043107,A039,2025-03-27,87.9,84.5,83.7,82.8,1
Q00000443,C00015852,A016,2025-01-28,89.7,78.5,86.1,83.7,1
Q00000444,C00007877,A008,2025-01-29,70.5,69.3,81.4,80.5,0
Q00000445,C00000690,A001,2025-03-14,82.4,81.6,85.6,76.0,1
Q00000446,C00023176,A022,2025-03-12,74.2,65.0,69.5,72.1,0
Q00000447,C00073102,A068,2025-02-17,76.4,70.0,73.7,84.2,0
Q00000448,C00004991,A005,2025-03-23,75.5,71.9,82.6,71.9,0
Q00000449,C00000374,A001,2025-02-09,93.3,80.8,94.9,94.2,1
Q00000450,C00029175,A027,2025-03-15,83.4,92.7,71.6,85.3,1
Q00000451,C00077650,A072,2025-02-04,94.0,86.3,100.0,97.9,1
Q00000452,C00010931,A011,2025-01-03,77.8,81.7,80.6,68.8,0
Q00000453,C00005159,A005,2025-04-07,79.7,80.7,83.2,78.2,0
Q00000454,C00017083,A017,2025-01-30,85.0,84.0,85.2,77.1,1
Q00000455,C00059309,A055,2025-03-12,86.2,82.7,80.2,100.0,1
Q00000456,C00061709,A058,2025-01-31,91.8,97.0,89.2,76.2,1
Q00000457,C00030527,A028,2025-03-26,92.0,97.4,90.5,81.4,1
Q00000458,C00077264,A072,2025-01-07,88.1,92.8,80.2,88.8,1
Q00000459,C00008249,A008,2025-02-21,76.5,70.7,74.9,71.1,0
Q00000460,C00008515,A008,2025-03-09,74.4,70.7,79.1,69.9,0
Q00000461,C00070758,A066,2025-02-07,93.7,93.0,92.1,87.9,1
Q00000462,C00029661,A028,2025-01-25,92.7,97.2,90.5,86.6,1
Q00000463,C00033243,A031,2025-03-02,86.3,81.3,87.4,86.1,1
Q00000464,C00077796,A072,2025-02-16,93.8,88.6,85.5,84.4,1
Q00000465,C00014489,A014,2025-03-23,88.6,93.8,88.6,87.2,1
Q00000466,C00070116,A065,2025-03-13,81.3,73.2,83.9,76.3,0
Q00000467,C00014442,A014,2025-03-15,90.8,98.7,95.4,95.6,1
Q00000468,C00038648,A036,2025-01-21,79.4,77.1,61.5,68.9,0
Q00000469,C00045782,A042,2025-03-12,90.9,91.2,100.0,89.3,1
Q00000470,C00054524,A050,2025-04-04,85.6,86.5,77.9,86.1,1
Q00000471,C00007684,A008,2025-01-19,97.1,99.9,97.6,100.0,1
Q00000472,C00018916,A019,2025-01-19,77.1,75.0,77.2,85.0,0
Q00000473,C00005861,A006,2025-03-13,86.3,81.7,75.5,82.4,1
Q00000474,C00053925,A050,2025-02-20,89.5,85.1,82.9,96.8,1
Q00000475,C00071995,A067,2025-02-20,91.0,88.7,95.0,93.7,1
Q00000476,C00077939,A072,2025-02-23,77.3,77.0,83.9,78.6,0
Q00000477,C00044989,A041,2025-03-22,85.4,80.5,93.9,89.5,1
Q00000478,C00076476,A071,2025-02-11,77.9,77.8,78.0,82.5,0
Q00000479,C00045549,A042,2025-02-19,82.5,87.3,81.6,80.8,1
Q00000480,C00001425,A002,2025-02-11,80.5,86.2,82.6,78.3,1
Q00000481,C00025360,A024,2025-02-24,93.1,94.8,83.6,97.5,1
Q00000482,C00058455,A054,2025-03-30,94.2,98.3,92.9,91.8,1
Q00000483,C00056530,A052,2025-03-22,79.6,73.8,93.0,86.7,0
Q00000484,C00015845,A016,2025-01-27,75.2,80.5,71.2,78.6,0
Q00000485,C00064016,A060,2025-02-05,89.8,86.3,100.0,97.9,1
Q00000486,C00039957,A037,2025-02-05,87.0,83.8,73.9,92.4,1
Q00000487,C00001033,A002,2025-01-11,86.3,95.0,86.8,97.6,1
Q00000488,C00019475,A019,2025-03-11,94.6,97.6,94.6,96.2,1
Q00000489,C00023024,A022,2025-02-23,100.0,99.4,95.1,100.0,1
Q00000490,C00037876,A035,2025-03-02,84.2,77.3,74.5,81.4,1
Q00000491,C00048939,A045,2025-03-16,85.5,83.0,84.9,80.7,1
Q00000492,C00070697,A066,2025-01-30,100.0,100.0,99.4,96.0,1
Q00000493,C00061864,A058,2025-02-11,89.6,91.2,85.8,93.2,1
Q00000494,C00005158,A005,2025-04-04,77.2,76.9,91.3,86.0,0
Q00000495,C00047011,A043,2025-03-11,94.9,91.9,91.5,100.0,1
Q00000496,C00079303,A073,2025-03-11,78.0,75.7,75.5,75.2,0
Q00000497,C00011986,A012,2025-01-08,88.6,90.0,89.2,90.0,1
Q00000498,C00005833,A006,2025-03-09,76.7,80.9,68.4,70.4,0
Q00000499,C00033662,A031,2025-04-04,86.3,91.9,100.0,90.0,1
Q00000500,C00067309,A063,2025-02-06,88.1,85.1,90.5,89.7,1
Q00000501,C00054667,A051,2025-01-13,100.0,100.0,100.0,87.8,1
Q00000502,C00040544,A037,2025-04-03,96.1,95.8,100.0,100.0,1
Q00000503,C00081012,A074,2025-04-05,86.6,76.9,85.8,99.5,1
Q00000504,C00053738,A050,2025-02-04,87.3,95.2,88.0,78.6,1
Q00000505,C00021337,A021,2025-02-14,91.2,93.4,85.8,92.9,1
Q00000506,C00076226,A071,2025-01-25,73.6,72.9,70.3,63.6,0
Q00000507,C00066666,A062,2025-03-28,85.7,93.8,88.1,92.4,1
Q00000508,C00030419,A028,2025-03-18,73.9,71.8,75.4,77.3,0
Q00000509,C00077519,A072,2025-01-25,88.9,80.0,93.6,85.9,1
Q00000510,C00046235,A043,2025-01-12,93.0,89.1,96.6,97.3,1
Q00000511,C00028057,A026,2025-04-02,79.5,80.7,74.3,70.1,0
Q00000512,C00047381,A044,2025-01-10,81.8,89.8,74.3,71.4,1
Q00000513,C00036497,A034,2025-02-20,84.2,83.6,82.0,82.6,1
Q00000514,C00076288,A071,2025-01-24,93.7,96.4,93.5,100.0,1
Q00000515,C00001843,A002,2025-03-19,88.4,87.1,81.5,91.3,1
Q00000516,C00016934,A017,2025-01-17,79.4,80.6,74.8,74.1,0
Q00000517,C00032821,A031,2025-02-03,90.6,88.9,100.0,81.1,1
Q00000518,C00037661,A035,2025-02-18,93.4,89.1,81.5,93.6,1
Q00000519,C00055645,A052,2025-01-14,88.5,85.1,95.3,74.6,1
Q00000520,C00070033,A065,2025-03-10,85.4,85.5,84.6,88.9,1
Q00000521,C00038741,A036,2025-02-04,78.6,76.1,85.0,82.6,0
Q00000522,C00029644,A028,2025-01-20,87.6,85.9,79.5,89.3,1
Q00000523,C00074020,A069,2025-01-25,86.8,82.5,87.9,90.2,1
Q00000524,C00001698,A002,2025-03-11,76.5,73.6,79.1,67.7,0
Q00000525,C00043108,A039,2025-03-20,72.6,74.3,76.0,88.1,0
Q00000526,C00033105,A031,2025-02-23,79.8,82.0,82.4,78.1,0
Q00000527,C00020744,A020,2025-04-02,81.7,81.8,77.3,86.1,1
Q00000528,C00013803,A014,2025-01-05,91.2,89.2,89.5,99.3,1
Q00000529,C00000872,A001,2025-03-25,91.3,96.5,87.4,92.8,1
Q00000530,C00027523,A026,2025-02-25,81.2,86.7,80.9,91.1,1
Q00000531,C00056140,A052,2025-02-25,97.8,99.7,86.7,82.5,1
Q00000532,C00000379,A001,2025-02-07,94.2,96.8,94.6,93.8,1
Q00000533,C00055147,A051,2025-02-21,91.7,93.2,94.7,88.2,1
Q00000534,C00041512,A038,2025-03-05,97.1,100.0,98.8,92.8,1
Q00000535,C00013814,A014,2025-01-05,100.0,96.0,100.0,94.3,1
Q00000536,C00018152,A018,2025-02-12,86.8,86.8,70.8,94.0,1
Q00000537,C00020213,A020,2025-02-07,90.6,97.8,81.5,87.8,1
Q00000538,C00064729,A060,2025-03-22,86.2,86.6,77.2,85.7,1
Q00000539,C00022101,A021,2025-04-01,89.0,88.5,82.3,100.0,1
Q00000540,C00061550,A058,2025-01-16,84.2,85.0,83.0,89.7,1
Q00000541,C00017081,A017,2025-01-30,93.2,86.7,88.5,100.0,1
Q00000542,C00022800,A022,2025-02-15,81.5,78.7,91.8,67.3,1
Q00000543,C00043430,A040,2025-01-21,96.0,97.5,93.7,100.0,1
Q00000544,C00072452,A067,2025-04-01,76.5,78.9,74.2,80.0,0
Q00000545,C00062545,A058,2025-03-24,90.6,85.5,84.1,100.0,1
Q00000546,C00052963,A049,2025-03-17,95.4,100.0,94.9,100.0,1
Q00000547,C00001218,A002,2025-01-22,78.7,73.6,78.8,83.4,0
Q00000548,C00057452,A053,2025-03-25,80.8,67.0,88.9,79.2,0
Q00000549,C00073271,A068,2025-02-27,89.4,90.4,88.6,77.5,1
Q00000550,C00037393,A035,2025-01-27,89.2,91.5,95.6,87.4,1
Q00000551,C00047978,A044,2025-03-08,78.4,85.0,90.0,73.6,0
Q00000552,C00011201,A011,2025-02-04,92.0,91.2,90.1,81.5,1
Q00000553,C00029625,A028,2025-01-18,81.4,77.9,92.5,86.9,1
Q00000554,C00067584,A063,2025-03-05,90.0,94.2,99.0,88.8,1
Q00000555,C00017285,A017,2025-02-22,89.3,84.9,89.4,87.4,1
Q00000556,C00064507,A060,2025-03-04,92.0,97.2,88.5,85.9,1
Q00000557,C00000442,A001,2025-02-12,87.6,95.0,88.3,78.6,1
Q00000558,C00060170,A056,2025-03-05,83.9,75.9,89.3,78.4,1
Q00000559,C00007330,A007,2025-03-30,78.1,73.9,71.5,96.9,0
Q00000560,C00067167,A063,2025-02-05,98.8,100.0,100.0,100.0,1
Q00000561,C00058091,A054,2025-02-19,87.0,84.2,88.5,92.3,1
Q00000562,C00054043,A050,2025-02-28,99.3,100.0,92.1,88.5,1
Q00000563,C00051588,A048,2025-02-27,88.7,86.5,97.6,97.7,1
Q00000564,C00008855,A009,2025-01-12,73.5,78.5,72.8,65.8,0
Q00000565,C00006482,A007,2025-01-30,99.9,100.0,94.7,100.0,1
Q00000566,C00048661,A045,2025-02-20,87.7,90.8,88.0,81.3,1
Q00000567,C00054366,A050,2025-03-17,85.1,78.8,83.4,66.2,1
Q00000568,C00004560,A005,2025-02-14,88.4,94.8,85.0,81.2,1
Q00000569,C00078060,A072,2025-03-02,89.8,86.8,84.4,98.6,1
Q00000570,C00062374,A058,2025-03-18,81.1,74.7,73.0,80.7,0
Q00000571,C00009203,A009,2025-02-17,81.8,79.6,82.0,80.7,1
Q00000572,C00025173,A024,2025-02-09,66.0,60.7,65.7,61.3,0
Q00000573,C00028367,A027,2025-01-25,87.0,77.3,77.4,80.0,1
Q00000574,C00003222,A003,2025-04-01,89.0,85.6,85.9,94.3,1
Q00000575,C00020446,A020,2025-02-28,95.1,94.1,100.0,100.0,1
Q00000576,C00012635,A012,2025-03-13,99.0,91.0,96.4,97.7,1
Q00000577,C00031837,A030,2025-02-07,100.0,100.0,98.9,99.7,1
Q00000578,C00024607,A023,2025-03-13,83.3,73.8,87.1,84.7,0
Q00000579,C00038633,A036,2025-01-26,97.2,100.0,91.6,100.0,1
Q00000580,C00050298,A047,2025-01-27,93.6,96.1,93.9,100.0,1
Q00000581,C00068933,A064,2025-03-04,91.6,96.0,89.1,88.5,1
Q00000582,C00070726,A066,2025-01-31,69.2,66.1,71.6,71.8,0
Q00000583,C00021398,A021,2025-02-17,86.0,92.2,88.4,83.1,1
Q00000584,C00023963,A023,2025-01-28,88.7,86.2,100.0,95.0,1
Q00000585,C00033590,A031,2025-03-27,88.0,90.4,88.4,82.9,1
Q00000586,C00041326,A038,2025-02-19,73.1,67.8,67.2,66.7,0
Q00000587,C00012524,A012,2025-03-05,84.7,94.7,81.5,77.2,1
Q00000588,C00006650,A007,2025-02-12,90.5,88.0,92.7,99.0,1
Q00000589,C00001200,A002,2025-01-23,84.1,83.0,83.4,91.7,1
Q00000590,C00076902,A071,2025-03-09,91.5,87.8,89.2,88.0,1
Q00000591,C00025632,A024,2025-03-19,92.5,83.1,96.9,97.7,1
Q00000592,C00017527,A017,2025-03-15,88.8,85.4,89.2,85.0,1
Q00000593,C00057387,A053,2025-03-20,75.5,77.7,74.2,74.2,0
Q00000594,C00016523,A016,2025-03-17,80.2,77.8,76.6,77.6,1
Q00000595,C00079368,A073,2025-03-11,77.8,76.6,85.5,70.2,0
Q00000596,C00057469,A053,2025-03-25,81.1,79.8,70.0,79.5,1
Q00000597,C00036108,A034,2025-01-17,93.1,93.4,99.4,95.1,1
Q00000598,C00022393,A022,2025-01-17,75.3,72.5,81.2,73.7,0
Q00000599,C00049124,A045,2025-03-28,87.3,92.8,89.5,89.7,1
Q00000600,C00016085,A016,2025-02-08,82.6,66.6,76.1,68.5,0
Q00000601,C00014011,A014,2025-02-01,84.7,91.2,89.3,98.2,1
Q00000602,C00018630,A018,2025-03-27,97.3,97.5,95.2,100.0,1
Q00000603,C00019829,A020,2025-01-09,90.3,95.0,87.7,91.5,1
Q00000604,C00038313,A035,2025-03-30,82.0,88.8,88.8,94.1,1
Q00000605,C00080292,A074,2025-02-18,100.0,97.5,100.0,100.0,1
Q00000606,C00081899,A075,2025-03-02,74.4,70.6,71.5,76.3,0
Q00000607,C00060508,A056,2025-04-06,90.2,80.8,88.3,86.1,1
Q00000608,C00010464,A010,2025-02-28,90.6,93.9,82.3,88.4,1
Q00000609,C00006763,A007,2025-02-15,86.5,74.8,89.3,75.1,0
Q00000610,C00077282,A072,2025-01-08,83.9,77.0,86.7,89.6,1
Q00000611,C00026865,A026,2025-01-11,91.4,96.1,82.7,92.9,1
Q00000612,C00030171,A028,2025-03-07,92.0,89.5,90.6,88.4,1
Q00000613,C00035796,A033,2025-03-22,85.3,78.8,82.2,81.6,1
Q00000614,C00041271,A038,2025-02-21,78.3,76.2,72.1,85.6,0
Q00000615,C00080576,A074,2025-03-05,83.8,93.6,93.5,84.6,1
Q00000616,C00079524,A073,2025-03-24,82.5,81.5,89.1,85.8,1
Q00000617,C00066745,A062,2025-03-30,82.3,82.2,84.2,90.9,1
Q00000618,C00063022,A059,2025-02-08,87.0,90.8,88.1,100.0,1
Q00000619,C00045035,A041,2025-03-28,84.5,80.7,83.5,90.8,1
Q00000620,C00041333,A038,2025-02-23,78.0,78.0,72.0,85.4,0
Q00000621,C00048412,A045,2025-01-22,84.6,89.0,82.8,83.7,1
Q00000622,C00035625,A033,2025-03-01,86.9,77.5,100.0,93.7,1
Q00000623,C00027345,A026,2025-02-13,83.2,81.2,75.7,84.8,1
Q00000624,C00076240,A071,2025-01-24,89.6,94.4,91.8,90.1,1
Q00000625,C00068506,A064,2025-02-05,82.4,96.0,77.8,82.4,1
Q00000626,C00069842,A065,2025-02-17,77.3,85.3,83.8,86.7,0
Q00000627,C00068206,A064,2025-01-10,97.6,96.1,97.5,93.3,1
Q00000628,C00003032,A003,2025-03-23,76.5,67.5,81.0,78.3,0
Q00000629,C00020441,A020,2025-03-05,86.6,83.5,79.0,81.4,1
Q00000630,C00013160,A013,2025-01-31,79.5,78.8,74.8,88.5,0
Q00000631,C00062726,A059,2025-01-11,81.5,86.2,84.5,83.4,1
Q00000632,C00017299,A017,2025-02-19,80.6,81.5,86.5,64.2,1
Q00000633,C00039228,A036,2025-03-04,72.3,74.6,78.3,80.4,0
Q00000634,C00036285,A034,2025-01-29,79.7,72.0,81.5,79.4,0
Q00000635,C00043381,A040,2025-01-09,85.4,76.9,83.9,89.0,1
Q00000636,C00067616,A063,2025-03-07,83.0,86.3,83.7,79.4,1
Q00000637,C00054557,A050,2025-04-01,90.7,91.4,83.9,90.9,1
Q00000638,C00051910,A048,2025-04-01,75.6,82.5,72.2,79.5,0
Q00000639,C00036338,A034,2025-02-06,78.4,77.8,79.4,78.5,0
Q00000640,C00049370,A046,2025-01-22,96.4,100.0,100.0,97.6,1
Q00000641,C00040957,A038,2025-01-28,90.4,89.5,84.8,90.3,1
Q00000642,C00006272,A007,2025-01-16,87.1,86.2,99.1,88.5,1
Q00000643,C00042995,A039,2025-03-17,95.4,95.6,89.4,94.5,1
Q00000644,C00078994,A073,2025-02-12,95.4,100.0,100.0,93.5,1
Q00000645,C00067935,A063,2025-03-27,83.9,82.9,80.8,87.9,1
Q00000646,C00024434,A023,2025-03-07,92.2,98.0,96.7,87.4,1
Q00000647,C00017201,A017,2025-02-11,77.2,74.8,73.9,80.2,0
Q00000648,C00033292,A031,2025-02-28,85.6,81.8,88.6,96.3,1
Q00000649,C00006040,A006,2025-03-22,86.1,84.8,90.5,90.3,1
Q00000650,C00028651,A027,2025-02-15,90.5,86.7,74.5,95.9,1
Q00000651,C00053197,A049,2025-04-04,83.7,88.6,79.6,80.2,1
Q00000652,C00058527,A054,2025-04-02,76.3,83.0,64.5,74.3,0
Q00000653,C00046338,A043,2025-01-19,81.0,75.4,79.6,81.4,1
Q00000654,C00069915,A065,2025-02-22,94.0,93.1,78.0,90.7,1
Q00000655,C00044204,A040,2025-04-01,75.0,70.4,75.8,86.5,0
Q00000656,C00003309,A004,2025-01-08,85.4,86.3,81.8,82.7,1
Q00000657,C00018497,A018,2025-03-09,93.9,95.1,100.0,92.1,1
Q00000658,C00058659,A055,2025-01-18,82.3,76.6,72.5,71.7,1
Q00000659,C00035442,A033,2025-02-13,84.9,79.9,80.1,84.8,1
Q00000660,C00074310,A069,2025-02-17,87.3,87.5,94.5,88.9,1
Q00000661,C00044165,A040,2025-04-04,84.7,83.0,82.6,87.2,1
Q00000662,C00002876,A003,2025-03-14,70.1,73.5,67.3,68.2,0
Q00000663,C00003301,A004,2025-01-09,71.3,66.7,69.0,57.3,0
Q00000664,C00065933,A062,2025-01-17,86.5,87.1,88.8,91.5,1
Q00000665,C00023812,A023,2025-01-22,81.6,78.6,79.7,81.7,1
Q00000666,C00070716,A066,2025-01-29,83.8,80.5,82.3,97.8,1
Q00000667,C00050779,A047,2025-03-15,79.6,77.5,70.7,81.6,0
Q00000668,C00070553,A066,2025-01-25,96.2,94.0,100.0,90.9,1
Q00000669,C00035428,A033,2025-02-12,88.4,85.3,87.5,88.6,1
Q00000670,C00019528,A019,2025-03-13,84.3,85.9,83.3,88.0,1
Q00000671,C00011825,A011,2025-03-25,87.4,89.8,78.8,83.6,1
Q00000672,C00067226,A063,2025-02-06,74.4,76.1,73.1,72.9,0
Q00000673,C00074696,A069,2025-03-30,88.9,89.3,85.1,84.5,1
Q00000674,C00025988,A025,2025-01-30,91.0,94.6,95.3,91.8,1
Q00000675,C00050029,A046,2025-04-02,88.1,91.3,88.3,88.3,1
Q00000676,C00065512,A061,2025-03-06,88.1,85.6,90.2,88.5,1
Q00000677,C00022929,A022,2025-02-19,91.8,89.6,90.6,100.0,1
Q00000678,C00016262,A016,2025-02-28,86.0,81.3,87.4,94.4,1
Q00000679,C00067120,A063,2025-01-25,74.2,71.0,85.9,82.1,0
Q00000680,C00041415,A038,2025-02-24,97.0,92.6,92.4,97.4,1
Q00000681,C00067313,A063,2025-02-12,83.0,85.7,80.5,68.5,1
Q00000682,C00008816,A009,2025-01-10,85.0,93.4,80.5,82.8,1
Q00000683,C00045136,A042,2025-01-08,87.0,84.6,88.3,88.3,1
Q00000684,C00008366,A008,2025-03-07,79.4,82.8,75.7,90.1,0
Q00000685,C00006668,A007,2025-02-13,94.2,87.0,96.9,99.9,1
Q00000686,C00058789,A055,2025-01-31,83.5,77.1,81.9,81.1,1
Q00000687,C00006294,A007,2025-01-17,100.0,92.2,100.0,100.0,1
Q00000688,C00047243,A043,2025-03-31,96.9,98.6,97.9,93.1,1
Q00000689,C00039353,A036,2025-03-14,94.2,99.9,92.9,91.7,1
Q00000690,C00002475,A003,2025-02-14,97.8,100.0,97.3,100.0,1
Q00000691,C00065475,A061,2025-03-06,100.0,97.8,94.5,100.0,1
Q00000692,C00007731,A008,2025-01-22,81.0,85.7,82.8,77.7,1
Q00000693,C00047445,A044,2025-01-23,71.6,73.4,79.1,75.7,0
Q00000694,C00079151,A073,2025-02-26,78.5,75.9,80.7,85.1,0
Q00000695,C00042514,A039,2025-02-17,76.0,64.4,73.8,83.9,0
Q00000696,C00050648,A047,2025-03-01,88.9,91.4,80.6,90.4,1
Q00000697,C00001901,A002,2025-03-28,84.2,80.1,89.5,87.8,1
Q00000698,C00077046,A071,2025-03-21,83.0,81.8,80.7,84.7,1
Q00000699,C00073232,A068,2025-02-25,93.3,93.6,94.3,97.8,1
Q00000700,C00079074,A073,2025-02-17,86.7,92.1,82.9,93.9,1
Q00000701,C00044448,A041,2025-02-04,79.2,81.5,66.7,82.5,0
Q00000702,C00036039,A034,2025-01-09,83.5,84.0,85.4,75.6,1
Q00000703,C00079270,A073,2025-03-12,85.2,92.0,86.5,79.5,1
Q00000704,C00013151,A013,2025-02-06,83.9,84.9,71.5,75.9,1
Q00000705,C00019316,A019,2025-02-18,82.8,77.1,65.0,87.8,1
Q00000706,C00036065,A034,2025-01-11,88.7,92.9,78.6,95.9,1
Q00000707,C00057861,A054,2025-01-29,76.0,77.3,76.0,80.7,0
Q00000708,C00082180,A075,2025-03-23,95.9,100.0,98.8,97.1,1
Q00000709,C00030074,A028,2025-03-01,100.0,100.0,95.5,99.2,1
Q00000710,C00009684,A010,2025-01-06,94.4,92.1,93.8,100.0,1
Q00000711,C00070287,A065,2025-04-01,81.1,81.2,85.3,81.3,1
Q00000712,C00063063,A059,2025-02-15,85.4,83.5,86.4,85.4,1
Q00000713,C00069165,A064,2025-03-19,79.3,78.5,76.8,77.7,0
