call_id,activity_id,master_agent_id,call_date,call_start,call_end,queue,talk_seconds,hold_seconds,after_call_work_seconds,answer_speed_seconds,sla_seconds,sla_met_flag,abandoned_flag,customer_id,aht_seconds
C00000182,ACT00000335,A001,2025-01-17,2025-01-17 08:26:00,2025-01-17 08:37:00,Billing Support,480,27,153,17,90,1,0,CU0019017,660
C00000183,ACT00000338,A001,2025-01-17,2025-01-17 09:04:00,2025-01-17 09:24:00,Billing Support,1079,16,105,105,90,0,0,CU0004039,1200
C00000184,ACT00000341,A001,2025-01-17,2025-01-17 10:28:00,2025-01-17 10:49:00,Claims Support,1058,49,153,44,120,1,0,CU0012814,1260
C00000185,ACT00000345,A001,2025-01-17,2025-01-17 12:30:00,2025-01-17 12:46:00,Claims Support,738,15,207,93,120,1,0,CU0007513,960
C00000186,ACT00000347,A001,2025-01-17,2025-01-17 13:01:00,2025-01-17 13:15:00,Technical Support,609,3,228,31,180,1,0,CU0004461,840
C00000187,ACT00000348,A001,2025-01-17,2025-01-17 13:15:00,2025-01-17 13:29:00,Member Services,689,27,124,59,60,1,0,CU0017890,840
C00000188,ACT00000351,A001,2025-01-17,2025-01-17 14:26:00,2025-01-17 14:31:00,Member Services,76,7,217,189,60,0,0,CU0000520,300
C00000189,ACT00000355,A001,2025-01-17,2025-01-17 15:07:00,2025-01-17 15:21:00,Technical Support,635,16,189,22,180,1,0,CU0016335,840
C00000190,ACT00000360,A001,2025-01-20,2025-01-20 07:32:00,2025-01-20 07:47:00,Technical Support,738,1,161,55,180,1,0,CU0009078,900
C00000191,ACT00000361,A001,2025-01-20,2025-01-20 07:47:00,2025-01-20 07:56:00,Member Services,210,64,266,118,60,0,0,CU0003293,540
C00000192,ACT00000366,A001,2025-01-20,2025-01-20 09:43:00,2025-01-20 09:57:00,Claims Support,683,10,147,55,120,1,0,CU0002840,840
C00000193,ACT00000367,A001,2025-01-20,2025-01-20 09:57:00,2025-01-20 10:05:00,Member Services,340,78,62,95,60,0,0,CU0013808,480
C00000194,ACT00000369,A001,2025-01-20,2025-01-20 10:19:00,2025-01-20 10:41:00,Member Services,1076,55,189,69,60,0,0,CU0012936,1320
C00000195,ACT00000372,A001,2025-01-20,2025-01-20 11:30:00,2025-01-20 11:36:00,Member Services,157,8,195,62,60,0,0,CU0018685,360
C00000196,ACT00000373,A001,2025-01-20,2025-01-20 11:36:00,2025-01-20 11:58:00,Claims Support,1107,23,190,134,120,0,0,CU0012963,1320
C00000197,ACT00000376,A001,2025-01-20,2025-01-20 13:09:00,2025-01-20 13:26:00,Billing Support,831,19,170,10,90,1,0,CU0007804,1020
C00000198,ACT00000379,A001,2025-01-20,2025-01-20 14:49:00,2025-01-20 14:57:00,Billing Support,311,33,136,99,90,0,0,CU0009637,480
C00000199,ACT00000382,A001,2025-01-20,2025-01-20 15:56:00,2025-01-20 16:00:00,Billing Support,60,15,248,31,90,1,0,CU0011707,323
C00000200,ACT00000385,A001,2025-01-21,2025-01-21 07:47:00,2025-01-21 07:58:00,Billing Support,447,8,205,8,90,1,0,CU0003428,660
C00000201,ACT00000386,A001,2025-01-21,2025-01-21 07:58:00,2025-01-21 08:10:00,Claims Support,488,30,202,83,120,1,0,CU0007308,720
C00000202,ACT00000387,A001,2025-01-21,2025-01-21 08:11:00,2025-01-21 08:22:00,Claims Support,472,28,160,120,120,1,0,CU0005430,660
C00000203,ACT00000388,A001,2025-01-21,2025-01-21 08:22:00,2025-01-21 08:35:00,Technical Support,598,15,167,35,180,1,0,CU0007136,780
C00000204,ACT00000390,A001,2025-01-21,2025-01-21 08:50:00,2025-01-21 09:05:00,Billing Support,678,63,159,133,90,0,0,CU0017531,900
C00000205,ACT00000391,A001,2025-01-21,2025-01-21 09:05:00,2025-01-21 09:17:00,Billing Support,523,0,197,62,90,1,0,CU0012143,720
C00000206,ACT00000396,A001,2025-01-21,2025-01-21 10:49:00,2025-01-21 11:00:00,Technical Support,448,12,200,0,180,1,0,CU0003417,660
C00000207,ACT00000399,A001,2025-01-21,2025-01-21 12:05:00,2025-01-21 12:12:00,Claims Support,140,10,270,22,120,1,0,CU0014826,420
C00000208,ACT00000401,A001,2025-01-21,2025-01-21 12:57:00,2025-01-21 13:12:00,Claims Support,653,89,158,47,120,1,0,CU0012358,900
C00000209,ACT00000403,A001,2025-01-21,2025-01-21 13:18:00,2025-01-21 13:32:00,Technical Support,510,130,200,21,180,1,0,CU0014224,840
C00000210,ACT00000404,A001,2025-01-21,2025-01-21 13:32:00,2025-01-21 13:46:00,Technical Support,594,20,226,3,180,1,0,CU0017440,840
C00000211,ACT00000405,A001,2025-01-21,2025-01-21 13:46:00,2025-01-21 13:59:00,Technical Support,517,14,249,22,180,1,0,CU0010982,780
C00000212,ACT00000407,A001,2025-01-21,2025-01-21 14:22:00,2025-01-21 14:37:00,Billing Support,581,162,157,109,90,0,0,CU0005328,900
C00000213,ACT00000408,A001,2025-01-21,2025-01-21 14:37:00,2025-01-21 14:52:00,Member Services,636,27,237,86,60,0,0,CU0008842,900
C00000214,ACT00000409,A001,2025-01-21,2025-01-21 14:52:00,2025-01-21 15:10:00,Claims Support,805,28,247,6,120,1,0,CU0016289,1080
C00000215,ACT00000411,A001,2025-01-21,2025-01-21 15:31:00,2025-01-21 15:49:00,Technical Support,801,111,168,27,180,1,0,CU0018696,1080
C00000216,ACT00000412,A001,2025-01-21,2025-01-21 15:49:00,2025-01-21 16:00:00,Billing Support,469,6,185,117,90,0,0,CU0012750,660
C00000217,ACT00000413,A001,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:12:00,Billing Support,567,5,148,264,90,0,0,CU0007517,720
C00000218,ACT00000414,A001,2025-01-22,2025-01-22 07:12:00,2025-01-22 07:26:00,Claims Support,647,1,192,29,120,1,0,CU0002195,840
C00000219,ACT00000415,A001,2025-01-22,2025-01-22 07:26:00,2025-01-22 07:42:00,Technical Support,820,51,89,6,180,1,0,CU0006599,960
C00000220,ACT00000418,A001,2025-01-22,2025-01-22 08:19:00,2025-01-22 08:31:00,Claims Support,452,14,254,18,120,1,0,CU0011293,720
C00000221,ACT00000421,A001,2025-01-22,2025-01-22 10:19:00,2025-01-22 10:33:00,Claims Support,571,56,213,17,120,1,0,CU0005586,840
C00000222,ACT00000427,A001,2025-01-22,2025-01-22 12:38:00,2025-01-22 12:54:00,Billing Support,787,29,144,46,90,1,0,CU0002267,960
C00000223,ACT00000429,A001,2025-01-22,2025-01-22 13:34:00,2025-01-22 13:48:00,Member Services,590,37,213,49,60,1,0,CU0005764,840
C00000224,ACT00000430,A001,2025-01-22,2025-01-22 13:48:00,2025-01-22 14:00:00,Claims Support,493,131,96,4,120,1,0,CU0004972,720
C00000225,ACT00000431,A001,2025-01-22,2025-01-22 14:00:00,2025-01-22 14:12:00,Billing Support,451,22,247,48,90,1,0,CU0000278,720
C00000226,ACT00000432,A001,2025-01-22,2025-01-22 14:13:00,2025-01-22 14:20:00,Billing Support,219,78,123,55,90,1,0,CU0019882,420
C00000227,ACT00000433,A001,2025-01-22,2025-01-22 14:20:00,2025-01-22 14:31:00,Member Services,377,39,244,36,60,1,0,CU0001828,660
C00000228,ACT00000436,A001,2025-01-22,2025-01-22 15:52:00,2025-01-22 16:00:00,Billing Support,215,13,252,33,90,1,0,CU0008691,480
C00000229,ACT00000437,A001,2025-01-23,2025-01-23 07:00:00,2025-01-23 07:19:00,Claims Support,893,43,204,31,120,1,0,CU0002985,1140
C00000230,ACT00000438,A001,2025-01-23,2025-01-23 07:20:00,2025-01-23 07:34:00,Member Services,642,27,171,86,60,0,0,CU0013991,840
C00000231,ACT00000440,A001,2025-01-23,2025-01-23 07:51:00,2025-01-23 08:01:00,Billing Support,255,98,247,107,90,0,0,CU0018032,600
C00000232,ACT00000441,A001,2025-01-23,2025-01-23 08:01:00,2025-01-23 08:14:00,Claims Support,371,77,332,33,120,1,0,CU0000433,780
C00000233,ACT00000443,A001,2025-01-23,2025-01-23 08:23:00,2025-01-23 08:34:00,Technical Support,394,26,240,55,180,1,0,CU0005966,660
C00000234,ACT00000446,A001,2025-01-23,2025-01-23 09:53:00,2025-01-23 10:14:00,Technical Support,1035,43,182,136,180,1,0,CU0007941,1260
C00000235,ACT00000447,A001,2025-01-23,2025-01-23 10:14:00,2025-01-23 10:28:00,Technical Support,369,194,277,62,180,1,0,CU0009685,840
C00000236,ACT00000450,A001,2025-01-23,2025-01-23 11:30:00,2025-01-23 11:48:00,Claims Support,824,35,221,5,120,1,0,CU0010356,1080
C00000237,ACT00000451,A001,2025-01-23,2025-01-23 11:48:00,2025-01-23 12:04:00,Technical Support,722,22,216,44,180,1,0,CU0010710,960
C00000238,ACT00000452,A001,2025-01-23,2025-01-23 12:04:00,2025-01-23 12:15:00,Member Services,414,73,173,31,60,1,0,CU0005813,660
C00000239,ACT00000457,A001,2025-01-23,2025-01-23 13:53:00,2025-01-23 14:09:00,Claims Support,819,15,126,25,120,1,0,CU0012874,960
C00000240,ACT00000460,A001,2025-01-23,2025-01-23 14:40:00,2025-01-23 15:01:00,Technical Support,1045,16,199,31,180,1,0,CU0014880,1260
C00000241,ACT00000461,A001,2025-01-23,2025-01-23 15:01:00,2025-01-23 15:19:00,Claims Support,1027,23,30,106,120,1,0,CU0006342,1080
C00000242,ACT00000464,A001,2025-01-23,2025-01-23 15:40:00,2025-01-23 15:51:00,Billing Support,421,35,204,23,90,1,0,CU0001744,660
C00000243,ACT00000465,A001,2025-01-23,2025-01-23 15:51:00,2025-01-23 16:00:00,Claims Support,228,38,274,24,120,1,0,CU0017779,540
C00000244,ACT00000466,A001,2025-01-24,2025-01-24 07:00:00,2025-01-24 07:22:00,Claims Support,1173,11,136,9,120,1,0,CU0013452,1320
C00000245,ACT00000470,A001,2025-01-24,2025-01-24 08:23:00,2025-01-24 08:40:00,Member Services,822,14,184,20,60,1,0,CU0013900,1020
C00000246,ACT00000471,A001,2025-01-24,2025-01-24 08:40:00,2025-01-24 08:50:00,Member Services,399,31,170,59,60,1,0,CU0018806,600
C00000247,ACT00000472,A001,2025-01-24,2025-01-24 08:53:00,2025-01-24 09:06:00,Billing Support,580,28,172,69,90,1,0,CU0011907,780
C00000248,ACT00000479,A001,2025-01-24,2025-01-24 11:30:00,2025-01-24 11:45:00,Technical Support,541,117,242,157,180,1,0,CU0018047,900
C00000249,ACT00000480,A001,2025-01-24,2025-01-24 11:45:00,2025-01-24 11:56:00,Claims Support,339,82,239,26,120,1,0,CU0016031,660
C00000250,ACT00000482,A001,2025-01-24,2025-01-24 12:33:00,2025-01-24 12:45:00,Billing Support,409,98,213,31,90,1,0,CU0010587,720
C00000251,ACT00000483,A001,2025-01-24,2025-01-24 12:45:00,2025-01-24 12:58:00,Claims Support,534,29,217,18,120,1,0,CU0014422,780
C00000252,ACT00000485,A001,2025-01-24,2025-01-24 13:26:00,2025-01-24 13:43:00,Technical Support,903,37,80,20,180,1,0,CU0016494,1020
C00000253,ACT00000487,A001,2025-01-24,2025-01-24 13:54:00,2025-01-24 14:08:00,Billing Support,627,9,204,38,90,1,0,CU0015688,840
C00000254,ACT00000488,A001,2025-01-24,2025-01-24 14:08:00,2025-01-24 14:16:00,Member Services,256,3,221,90,60,0,0,CU0012424,480
C00000255,ACT00000489,A001,2025-01-24,2025-01-24 14:16:00,2025-01-24 14:35:00,Technical Support,911,93,136,9,180,1,0,CU0012214,1140
C00000256,ACT00000490,A001,2025-01-24,2025-01-24 14:35:00,2025-01-24 14:53:00,Billing Support,892,5,183,50,90,1,0,CU0009533,1080
C00000257,ACT00000492,A001,2025-01-24,2025-01-24 15:53:00,2025-01-24 16:00:00,Technical Support,217,41,162,8,180,1,0,CU0008016,420
C00000258,ACT00000498,A001,2025-01-25,2025-01-25 09:42:00,2025-01-25 09:52:00,Billing Support,467,22,111,62,90,1,0,CU0008064,600
C00000259,ACT00000502,A001,2025-01-25,2025-01-25 10:59:00,2025-01-25 11:00:00,Claims Support,60,221,227,37,120,1,0,CU0019017,508
C00000260,ACT00000504,A001,2025-01-25,2025-01-25 11:30:00,2025-01-25 11:41:00,Member Services,383,36,241,122,60,0,0,CU0012373,660
C00000261,ACT00000506,A001,2025-01-25,2025-01-25 11:54:00,2025-01-25 12:14:00,Billing Support,837,17,346,28,90,1,0,CU0002239,1200
C00000262,ACT00000509,A001,2025-01-25,2025-01-25 13:00:00,2025-01-25 13:17:00,Claims Support,809,37,174,101,120,1,0,CU0004052,1020
C00000263,ACT00000510,A001,2025-01-25,2025-01-25 13:17:00,2025-01-25 13:28:00,Billing Support,423,64,173,21,90,1,0,CU0002543,660
C00000264,ACT00000514,A001,2025-01-25,2025-01-25 14:46:00,2025-01-25 15:00:00,Billing Support,735,22,83,46,90,1,0,CU0006555,840
C00000265,ACT00000516,A001,2025-01-25,2025-01-25 15:50:00,2025-01-25 15:59:00,Billing Support,268,126,146,62,90,1,0,CU0007662,540
C00000266,ACT00000518,A001,2025-01-26,2025-01-26 07:00:00,2025-01-26 07:12:00,Billing Support,561,35,124,26,90,1,0,CU0001100,720
C00000267,ACT00000519,A001,2025-01-26,2025-01-26 07:12:00,2025-01-26 07:24:00,Member Services,527,104,89,101,60,0,0,CU0003893,720
C00000268,ACT00000520,A001,2025-01-26,2025-01-26 07:25:00,2025-01-26 07:46:00,Claims Support,934,126,200,30,120,1,0,CU0002615,1260
C00000269,ACT00000522,A001,2025-01-26,2025-01-26 08:14:00,2025-01-26 08:24:00,Billing Support,358,17,225,69,90,1,0,CU0001970,600
C00000270,ACT00000523,A001,2025-01-26,2025-01-26 08:24:00,2025-01-26 08:37:00,Billing Support,502,136,142,82,90,1,0,CU0005560,780
C00000271,ACT00000525,A001,2025-01-26,2025-01-26 08:45:00,2025-01-26 09:03:00,Member Services,809,11,260,8,60,1,0,CU0009668,1080
C00000272,ACT00000526,A001,2025-01-26,2025-01-26 09:03:00,2025-01-26 09:21:00,Claims Support,871,17,192,46,120,1,0,CU0000721,1080
C00000273,ACT00000527,A001,2025-01-26,2025-01-26 09:23:00,2025-01-26 09:35:00,Member Services,306,163,251,112,60,0,0,CU0012600,720
C00000274,ACT00000528,A001,2025-01-26,2025-01-26 09:35:00,2025-01-26 09:52:00,Billing Support,928,43,49,4,90,1,0,CU0018907,1020
C00000275,ACT00000532,A001,2025-01-26,2025-01-26 11:42:00,2025-01-26 11:58:00,Technical Support,680,4,276,215,180,0,0,CU0000371,960
C00000276,ACT00000534,A001,2025-01-26,2025-01-26 12:24:00,2025-01-26 12:33:00,Technical Support,371,8,161,184,180,0,0,CU0011576,540
C00000277,ACT00000536,A001,2025-01-26,2025-01-26 12:48:00,2025-01-26 13:04:00,Technical Support,775,5,180,25,180,1,0,CU0010651,960
C00000278,ACT00000537,A001,2025-01-26,2025-01-26 13:04:00,2025-01-26 13:12:00,Member Services,199,119,162,1,60,1,0,CU0007922,480
C00000279,ACT00000538,A001,2025-01-26,2025-01-26 13:12:00,2025-01-26 13:21:00,Billing Support,268,81,191,22,90,1,0,CU0019789,540
C00000280,ACT00000539,A001,2025-01-26,2025-01-26 13:21:00,2025-01-26 13:33:00,Claims Support,393,57,270,3,120,1,0,CU0013806,720
C00000281,ACT00000541,A001,2025-01-26,2025-01-26 14:03:00,2025-01-26 14:20:00,Claims Support,798,13,209,90,120,1,0,CU0017051,1020
C00000282,ACT00000542,A001,2025-01-26,2025-01-26 14:20:00,2025-01-26 14:35:00,Claims Support,656,0,244,32,120,1,0,CU0005192,900
C00000283,ACT00000543,A001,2025-01-26,2025-01-26 14:35:00,2025-01-26 14:58:00,Technical Support,1191,0,189,24,180,1,0,CU0016275,1380
C00000284,ACT00000544,A001,2025-01-26,2025-01-26 14:58:00,2025-01-26 15:08:00,Member Services,458,32,110,102,60,0,0,CU0002592,600
C00000285,ACT00000547,A001,2025-01-26,2025-01-26 15:56:00,2025-01-26 16:00:00,Technical Support,60,159,150,41,180,1,0,CU0013213,369
C00000286,ACT00000552,A001,2025-01-27,2025-01-27 09:36:00,2025-01-27 09:52:00,Claims Support,686,63,211,52,120,1,0,CU0016398,960
C00000287,ACT00000553,A001,2025-01-27,2025-01-27 09:52:00,2025-01-27 10:06:00,Billing Support,725,5,110,55,90,1,0,CU0005858,840
C00000288,ACT00000555,A001,2025-01-27,2025-01-27 10:18:00,2025-01-27 10:27:00,Member Services,307,24,209,81,60,0,0,CU0019994,540
C00000289,ACT00000556,A001,2025-01-27,2025-01-27 10:27:00,2025-01-27 10:42:00,Member Services,731,39,130,10,60,1,0,CU0010948,900
C00000290,ACT00000562,A001,2025-01-27,2025-01-27 12:43:00,2025-01-27 13:01:00,Technical Support,826,54,200,47,180,1,0,CU0005495,1080
C00000291,ACT00000566,A001,2025-01-27,2025-01-27 14:04:00,2025-01-27 14:15:00,Billing Support,515,0,145,27,90,1,0,CU0006508,660
C00000292,ACT00000567,A001,2025-01-27,2025-01-27 14:15:00,2025-01-27 14:30:00,Technical Support,760,22,118,62,180,1,0,CU0010405,900
C00000293,ACT00000568,A001,2025-01-27,2025-01-27 14:30:00,2025-01-27 14:45:00,Member Services,639,14,247,13,60,1,0,CU0008749,900
C00000294,ACT00000569,A001,2025-01-27,2025-01-27 14:45:00,2025-01-27 14:56:00,Claims Support,481,26,153,11,120,1,0,CU0014335,660
C00000295,ACT00000570,A001,2025-01-27,2025-01-27 14:56:00,2025-01-27 15:08:00,Claims Support,455,102,163,91,120,1,0,CU0001419,720
C00000296,ACT00000577,A001,2025-01-28,2025-01-28 07:43:00,2025-01-28 07:59:00,Claims Support,756,78,126,132,120,0,0,CU0001127,960
C00000297,ACT00000580,A001,2025-01-28,2025-01-28 08:55:00,2025-01-28 09:06:00,Billing Support,484,1,175,90,90,1,0,CU0018139,660
C00000298,ACT00000582,A001,2025-01-28,2025-01-28 09:45:00,2025-01-28 10:02:00,Member Services,799,86,135,6,60,1,0,CU0006695,1020
C00000299,ACT00000583,A001,2025-01-28,2025-01-28 10:05:00,2025-01-28 10:19:00,Billing Support,570,33,237,23,90,1,0,CU0007687,840
C00000300,ACT00000584,A001,2025-01-28,2025-01-28 10:19:00,2025-01-28 10:36:00,Technical Support,757,57,206,7,180,1,0,CU0003594,1020
C00000301,ACT00000585,A001,2025-01-28,2025-01-28 10:36:00,2025-01-28 10:48:00,Claims Support,444,57,219,2,120,1,0,CU0004009,720
C00000302,ACT00000586,A001,2025-01-28,2025-01-28 10:48:00,2025-01-28 11:00:00,Claims Support,517,75,128,8,120,1,0,CU0011547,720
C00000303,ACT00000589,A001,2025-01-28,2025-01-28 11:38:00,2025-01-28 11:48:00,Member Services,232,194,174,44,60,1,0,CU0003268,600
C00000304,ACT00000590,A001,2025-01-28,2025-01-28 11:48:00,2025-01-28 11:54:00,Member Services,60,180,239,5,60,1,0,CU0005137,479
C00000305,ACT00000592,A001,2025-01-28,2025-01-28 12:41:00,2025-01-28 13:02:00,Technical Support,1035,83,142,17,180,1,0,CU0010560,1260
C00000306,ACT00000593,A001,2025-01-28,2025-01-28 13:02:00,2025-01-28 13:18:00,Technical Support,823,11,126,100,180,1,0,CU0017182,960
C00000307,ACT00000594,A001,2025-01-28,2025-01-28 13:18:00,2025-01-28 13:33:00,Billing Support,711,22,167,16,90,1,0,CU0002220,900
C00000308,ACT00000596,A001,2025-01-28,2025-01-28 14:00:00,2025-01-28 14:15:00,Claims Support,745,4,151,63,120,1,0,CU0016609,900
C00000309,ACT00000598,A001,2025-01-28,2025-01-28 14:56:00,2025-01-28 15:11:00,Claims Support,636,59,205,105,120,1,0,CU0001970,900
C00000310,ACT00000599,A001,2025-01-28,2025-01-28 15:11:00,2025-01-28 15:28:00,Technical Support,788,95,137,9,180,1,0,CU0017304,1020
C00000311,ACT00000601,A001,2025-01-28,2025-01-28 15:35:00,2025-01-28 15:44:00,Billing Support,359,30,151,1,90,1,0,CU0008430,540
C00000312,ACT00000602,A001,2025-01-28,2025-01-28 15:45:00,2025-01-28 15:54:00,Billing Support,368,86,86,60,90,1,0,CU0007206,540
C00000313,ACT00000604,A001,2025-01-29,2025-01-29 07:00:00,2025-01-29 07:11:00,Member Services,536,25,99,78,60,0,0,CU0006518,660
C00000314,ACT00000605,A001,2025-01-29,2025-01-29 07:11:00,2025-01-29 07:23:00,Technical Support,501,10,209,3,180,1,0,CU0003144,720
C00000315,ACT00000606,A001,2025-01-29,2025-01-29 07:23:00,2025-01-29 07:41:00,Technical Support,994,2,84,53,180,1,0,CU0019343,1080
C00000316,ACT00000607,A001,2025-01-29,2025-01-29 07:41:00,2025-01-29 07:55:00,Billing Support,670,48,122,48,90,1,0,CU0004059,840
C00000317,ACT00000608,A001,2025-01-29,2025-01-29 07:55:00,2025-01-29 08:09:00,Claims Support,624,33,183,73,120,1,0,CU0001898,840
C00000318,ACT00000609,A001,2025-01-29,2025-01-29 08:09:00,2025-01-29 08:18:00,Member Services,276,25,239,3,60,1,0,CU0007804,540
C00000319,ACT00000610,A001,2025-01-29,2025-01-29 08:19:00,2025-01-29 08:33:00,Technical Support,554,19,267,71,180,1,0,CU0005671,840
C00000320,ACT00000613,A001,2025-01-29,2025-01-29 09:00:00,2025-01-29 09:22:00,Technical Support,1119,4,197,50,180,1,0,CU0012131,1320
C00000321,ACT00000614,A001,2025-01-29,2025-01-29 09:22:00,2025-01-29 09:42:00,Technical Support,989,46,165,11,180,1,0,CU0006442,1200
C00000322,ACT00000615,A001,2025-01-29,2025-01-29 09:42:00,2025-01-29 09:58:00,Claims Support,732,10,218,38,120,1,0,CU0012170,960
C00000323,ACT00000616,A001,2025-01-29,2025-01-29 10:00:00,2025-01-29 10:21:00,Technical Support,1126,12,122,16,180,1,0,CU0005728,1260
C00000324,ACT00000618,A001,2025-01-29,2025-01-29 10:32:00,2025-01-29 10:37:00,Member Services,77,77,146,1,60,1,0,CU0014548,300
C00000325,ACT00000619,A001,2025-01-29,2025-01-29 10:37:00,2025-01-29 10:52:00,Technical Support,697,11,192,4,180,1,0,CU0009588,900
C00000326,ACT00000620,A001,2025-01-29,2025-01-29 10:52:00,2025-01-29 11:00:00,Technical Support,384,19,77,137,180,1,0,CU0006183,480
C00000327,ACT00000623,A001,2025-01-29,2025-01-29 11:42:00,2025-01-29 11:59:00,Billing Support,840,50,130,57,90,1,0,CU0009950,1020
C00000328,ACT00000624,A001,2025-01-29,2025-01-29 12:02:00,2025-01-29 12:09:00,Member Services,127,20,273,63,60,0,0,CU0000778,420
C00000329,ACT00000625,A001,2025-01-29,2025-01-29 12:12:00,2025-01-29 12:20:00,Billing Support,261,24,195,10,90,1,0,CU0008393,480
C00000330,ACT00000628,A001,2025-01-29,2025-01-29 13:10:00,2025-01-29 13:23:00,Billing Support,623,21,136,3,90,1,0,CU0008735,780
C00000331,ACT00000629,A001,2025-01-29,2025-01-29 13:23:00,2025-01-29 13:39:00,Billing Support,712,18,230,84,90,1,0,CU0005819,960
C00000332,ACT00000631,A001,2025-01-29,2025-01-29 13:58:00,2025-01-29 14:09:00,Technical Support,424,17,219,23,180,1,0,CU0002002,660
C00000333,ACT00000632,A001,2025-01-29,2025-01-29 14:09:00,2025-01-29 14:30:00,Technical Support,937,72,251,23,180,1,0,CU0017116,1260
C00000334,ACT00000635,A001,2025-01-29,2025-01-29 15:11:00,2025-01-29 15:23:00,Claims Support,533,2,185,14,120,1,0,CU0006155,720
C00000335,ACT00000636,A001,2025-01-29,2025-01-29 15:23:00,2025-01-29 15:27:00,Member Services,60,22,229,120,60,0,0,CU0008521,311
C00000336,ACT00000637,A001,2025-01-29,2025-01-29 15:27:00,2025-01-29 15:40:00,Claims Support,577,24,179,6,120,1,0,CU0000360,780
C00000337,ACT00000640,A001,2025-01-31,2025-01-31 07:17:00,2025-01-31 07:32:00,Member Services,815,25,60,65,60,0,0,CU0008787,900
C00000338,ACT00000641,A001,2025-01-31,2025-01-31 07:32:00,2025-01-31 07:51:00,Technical Support,888,11,241,9,180,1,0,CU0011117,1140
C00000339,ACT00000642,A001,2025-01-31,2025-01-31 07:51:00,2025-01-31 08:06:00,Claims Support,662,3,235,13,120,1,0,CU0002956,900
C00000340,ACT00000646,A001,2025-01-31,2025-01-31 09:57:00,2025-01-31 10:08:00,Member Services,409,78,173,73,60,0,0,CU0015131,660
C00000341,ACT00000647,A001,2025-01-31,2025-01-31 10:08:00,2025-01-31 10:21:00,Billing Support,556,3,221,13,90,1,0,CU0010138,780
C00000342,ACT00000648,A001,2025-01-31,2025-01-31 10:21:00,2025-01-31 10:38:00,Technical Support,863,7,150,23,180,1,0,CU0001399,1020
C00000343,ACT00000649,A001,2025-01-31,2025-01-31 10:38:00,2025-01-31 10:51:00,Member Services,600,133,47,2,60,1,0,CU0003805,780
C00000344,ACT00000650,A001,2025-01-31,2025-01-31 10:51:00,2025-01-31 11:00:00,Claims Support,403,1,136,40,120,1,0,CU0017228,540
C00000345,ACT00000653,A001,2025-01-31,2025-01-31 11:40:00,2025-01-31 11:51:00,Billing Support,460,72,128,22,90,1,0,CU0016388,660
