activity_id,master_agent_id,activity_date,activity_start,activity_end,activity_type,activity_category,queue,case_type,productive_flag,approved_flag,source_system,duration_minutes
ACT00000184,A001,2025-01-10,2025-01-10 07:00:00,2025-01-10 07:30:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,30.0
ACT00000185,A001,2025-01-10,2025-01-10 07:30:00,2025-01-10 07:48:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,18.0
ACT00000186,A001,2025-01-10,2025-01-10 07:48:00,2025-01-10 08:18:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,30.0
ACT00000187,A001,2025-01-10,2025-01-10 08:18:00,2025-01-10 08:36:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,18.0
ACT00000188,A001,2025-01-10,2025-01-10 08:36:00,2025-01-10 08:44:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,8.0
ACT00000189,A001,2025-01-10,2025-01-10 08:44:00,2025-01-10 08:59:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00000190,A001,2025-01-10,2025-01-10 08:59:00,2025-01-10 09:12:00,Offline Work,Break,,,0,1,Queue Manager,13.0
ACT00000191,A001,2025-01-10,2025-01-10 09:12:00,2025-01-10 09:31:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00000192,A001,2025-01-10,2025-01-10 09:32:00,2025-01-10 09:43:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00000193,A001,2025-01-10,2025-01-10 09:43:00,2025-01-10 10:09:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,26.0
ACT00000194,A001,2025-01-10,2025-01-10 10:09:00,2025-01-10 10:23:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00000195,A001,2025-01-10,2025-01-10 10:23:00,2025-01-10 10:44:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,21.0
ACT00000196,A001,2025-01-10,2025-01-10 10:46:00,2025-01-10 11:00:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,14.0
ACT00000197,A001,2025-01-10,2025-01-10 11:00:00,2025-01-10 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00000198,A001,2025-01-10,2025-01-10 11:30:00,2025-01-10 11:41:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,11.0
ACT00000199,A001,2025-01-10,2025-01-10 11:41:00,2025-01-10 11:55:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00000200,A001,2025-01-10,2025-01-10 11:55:00,2025-01-10 12:22:00,Offline Work,System Issue,,,0,1,IT Incident Log,27.0
ACT00000201,A001,2025-01-10,2025-01-10 12:22:00,2025-01-10 12:36:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00000202,A001,2025-01-10,2025-01-10 12:36:00,2025-01-10 12:46:00,Offline Work,Break,,,0,1,Queue Manager,10.0
ACT00000203,A001,2025-01-10,2025-01-10 12:46:00,2025-01-10 13:04:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00000204,A001,2025-01-10,2025-01-10 13:04:00,2025-01-10 13:16:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,12.0
ACT00000205,A001,2025-01-10,2025-01-10 13:16:00,2025-01-10 13:29:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00000206,A001,2025-01-10,2025-01-10 13:29:00,2025-01-10 13:46:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00000207,A001,2025-01-10,2025-01-10 13:46:00,2025-01-10 13:57:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00000208,A001,2025-01-10,2025-01-10 14:00:00,2025-01-10 14:12:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00000209,A001,2025-01-10,2025-01-10 14:12:00,2025-01-10 14:25:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00000210,A001,2025-01-10,2025-01-10 14:25:00,2025-01-10 14:48:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,23.0
ACT00000211,A001,2025-01-10,2025-01-10 14:48:00,2025-01-10 14:57:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,9.0
ACT00000212,A001,2025-01-10,2025-01-10 14:57:00,2025-01-10 15:18:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,21.0
ACT00000213,A001,2025-01-10,2025-01-10 15:18:00,2025-01-10 15:32:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00000214,A001,2025-01-10,2025-01-10 15:32:00,2025-01-10 15:41:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00000215,A001,2025-01-10,2025-01-10 15:41:00,2025-01-10 15:51:00,Offline Work,Break,,,0,1,Queue Manager,10.0
ACT00000216,A001,2025-01-10,2025-01-10 15:52:00,2025-01-10 16:00:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,8.0
ACT00000217,A001,2025-01-13,2025-01-13 07:00:00,2025-01-13 07:18:00,Offline Work,Admin,,,1,1,SharePoint Tracker,18.0
ACT00000218,A001,2025-01-13,2025-01-13 07:18:00,2025-01-13 07:53:00,Offline Work,Admin,,,1,1,SharePoint Tracker,35.0
ACT00000219,A001,2025-01-13,2025-01-13 07:53:00,2025-01-13 08:11:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00000220,A001,2025-01-13,2025-01-13 08:11:00,2025-01-13 08:25:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,14.0
ACT00000221,A001,2025-01-13,2025-01-13 08:25:00,2025-01-13 08:37:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,12.0
ACT00000222,A001,2025-01-13,2025-01-13 08:37:00,2025-01-13 08:47:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00000223,A001,2025-01-13,2025-01-13 08:48:00,2025-01-13 09:03:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00000224,A001,2025-01-13,2025-01-13 09:03:00,2025-01-13 09:31:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,28.0
ACT00000225,A001,2025-01-13,2025-01-13 09:31:00,2025-01-13 10:09:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,38.0
ACT00000226,A001,2025-01-13,2025-01-13 10:12:00,2025-01-13 10:25:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,13.0
ACT00000227,A001,2025-01-13,2025-01-13 10:25:00,2025-01-13 10:47:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,22.0
ACT00000228,A001,2025-01-13,2025-01-13 10:47:00,2025-01-13 11:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,13.0
ACT00000229,A001,2025-01-13,2025-01-13 11:00:00,2025-01-13 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00000230,A001,2025-01-13,2025-01-13 11:30:00,2025-01-13 11:45:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00000231,A001,2025-01-13,2025-01-13 11:45:00,2025-01-13 12:02:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00000232,A001,2025-01-13,2025-01-13 12:02:00,2025-01-13 12:09:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,7.0
ACT00000233,A001,2025-01-13,2025-01-13 12:09:00,2025-01-13 12:28:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,19.0
ACT00000234,A001,2025-01-13,2025-01-13 12:28:00,2025-01-13 13:07:00,Offline Work,Admin,,,1,1,SharePoint Tracker,39.0
ACT00000235,A001,2025-01-13,2025-01-13 13:08:00,2025-01-13 13:19:00,Offline Work,Break,,,0,1,Queue Manager,11.0
ACT00000236,A001,2025-01-13,2025-01-13 13:20:00,2025-01-13 13:32:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00000237,A001,2025-01-13,2025-01-13 13:35:00,2025-01-13 13:48:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00000238,A001,2025-01-13,2025-01-13 13:48:00,2025-01-13 13:59:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,11.0
ACT00000239,A001,2025-01-13,2025-01-13 13:59:00,2025-01-13 14:12:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00000240,A001,2025-01-13,2025-01-13 14:12:00,2025-01-13 14:30:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,18.0
ACT00000241,A001,2025-01-13,2025-01-13 14:30:00,2025-01-13 15:03:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,33.0
ACT00000242,A001,2025-01-13,2025-01-13 15:03:00,2025-01-13 15:19:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,16.0
ACT00000243,A001,2025-01-13,2025-01-13 15:19:00,2025-01-13 15:35:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,16.0
ACT00000244,A001,2025-01-13,2025-01-13 15:35:00,2025-01-13 15:43:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,8.0
ACT00000245,A001,2025-01-13,2025-01-13 15:43:00,2025-01-13 15:56:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,13.0
ACT00000246,A001,2025-01-13,2025-01-13 15:56:00,2025-01-13 16:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,4.0
ACT00000247,A001,2025-01-14,2025-01-14 07:00:00,2025-01-14 07:09:00,Offline Work,Admin,,,1,1,SharePoint Tracker,9.0
ACT00000248,A001,2025-01-14,2025-01-14 07:09:00,2025-01-14 07:35:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,26.0
ACT00000249,A001,2025-01-14,2025-01-14 07:35:00,2025-01-14 07:44:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,9.0
ACT00000250,A001,2025-01-14,2025-01-14 07:44:00,2025-01-14 08:43:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,59.0
ACT00000251,A001,2025-01-14,2025-01-14 08:43:00,2025-01-14 08:55:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00000252,A001,2025-01-14,2025-01-14 08:57:00,2025-01-14 09:39:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,42.0
ACT00000253,A001,2025-01-14,2025-01-14 09:39:00,2025-01-14 10:04:00,Offline Work,Admin,,,1,1,SharePoint Tracker,25.0
ACT00000254,A001,2025-01-14,2025-01-14 10:04:00,2025-01-14 10:21:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,17.0
ACT00000255,A001,2025-01-14,2025-01-14 10:21:00,2025-01-14 10:46:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,25.0
ACT00000256,A001,2025-01-14,2025-01-14 10:46:00,2025-01-14 11:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00000257,A001,2025-01-14,2025-01-14 11:00:00,2025-01-14 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00000258,A001,2025-01-14,2025-01-14 11:30:00,2025-01-14 12:01:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,31.0
ACT00000259,A001,2025-01-14,2025-01-14 12:02:00,2025-01-14 12:11:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00000260,A001,2025-01-14,2025-01-14 12:14:00,2025-01-14 12:36:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00000261,A001,2025-01-14,2025-01-14 12:36:00,2025-01-14 12:49:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,13.0
ACT00000262,A001,2025-01-14,2025-01-14 12:49:00,2025-01-14 13:03:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00000263,A001,2025-01-14,2025-01-14 13:03:00,2025-01-14 13:17:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00000264,A001,2025-01-14,2025-01-14 13:17:00,2025-01-14 14:15:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,58.0
ACT00000265,A001,2025-01-14,2025-01-14 14:18:00,2025-01-14 14:29:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,11.0
ACT00000266,A001,2025-01-14,2025-01-14 14:29:00,2025-01-14 15:07:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,38.0
ACT00000267,A001,2025-01-14,2025-01-14 15:09:00,2025-01-14 15:24:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,15.0
ACT00000268,A001,2025-01-14,2025-01-14 15:24:00,2025-01-14 15:42:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,18.0
ACT00000269,A001,2025-01-14,2025-01-14 15:42:00,2025-01-14 16:00:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,18.0
ACT00000270,A001,2025-01-15,2025-01-15 07:00:00,2025-01-15 07:13:00,Offline Work,Admin,,,1,1,SharePoint Tracker,13.0
ACT00000271,A001,2025-01-15,2025-01-15 07:13:00,2025-01-15 07:46:00,Offline Work,Email Support,,,1,1,Queue Manager,33.0
ACT00000272,A001,2025-01-15,2025-01-15 07:48:00,2025-01-15 08:29:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,41.0
ACT00000273,A001,2025-01-15,2025-01-15 08:29:00,2025-01-15 08:44:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,15.0
ACT00000274,A001,2025-01-15,2025-01-15 08:44:00,2025-01-15 09:20:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,36.0
ACT00000275,A001,2025-01-15,2025-01-15 09:21:00,2025-01-15 09:55:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,34.0
ACT00000276,A001,2025-01-15,2025-01-15 09:55:00,2025-01-15 10:17:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00000277,A001,2025-01-15,2025-01-15 10:17:00,2025-01-15 10:31:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00000278,A001,2025-01-15,2025-01-15 10:31:00,2025-01-15 10:58:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,27.0
ACT00000279,A001,2025-01-15,2025-01-15 10:58:00,2025-01-15 11:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,2.0
ACT00000280,A001,2025-01-15,2025-01-15 11:00:00,2025-01-15 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00000281,A001,2025-01-15,2025-01-15 11:30:00,2025-01-15 11:43:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00000282,A001,2025-01-15,2025-01-15 11:46:00,2025-01-15 12:12:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,26.0
ACT00000283,A001,2025-01-15,2025-01-15 12:12:00,2025-01-15 12:35:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,23.0
ACT00000284,A001,2025-01-15,2025-01-15 12:37:00,2025-01-15 13:13:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,36.0
ACT00000285,A001,2025-01-15,2025-01-15 13:13:00,2025-01-15 13:25:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,12.0
ACT00000286,A001,2025-01-15,2025-01-15 13:25:00,2025-01-15 13:58:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,33.0
ACT00000287,A001,2025-01-15,2025-01-15 13:58:00,2025-01-15 14:10:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00000288,A001,2025-01-15,2025-01-15 14:12:00,2025-01-15 14:25:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00000289,A001,2025-01-15,2025-01-15 14:25:00,2025-01-15 14:37:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00000290,A001,2025-01-15,2025-01-15 14:37:00,2025-01-15 14:49:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,12.0
ACT00000291,A001,2025-01-15,2025-01-15 14:49:00,2025-01-15 15:07:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,18.0
ACT00000292,A001,2025-01-15,2025-01-15 15:07:00,2025-01-15 15:13:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,6.0
ACT00000293,A001,2025-01-15,2025-01-15 15:13:00,2025-01-15 15:33:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00000294,A001,2025-01-15,2025-01-15 15:33:00,2025-01-15 15:47:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00000295,A001,2025-01-15,2025-01-15 15:47:00,2025-01-15 15:55:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00000296,A001,2025-01-15,2025-01-15 15:55:00,2025-01-15 16:00:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,5.0
ACT00000297,A001,2025-01-16,2025-01-16 07:00:00,2025-01-16 07:17:00,Offline Work,Admin,,,1,1,SharePoint Tracker,17.0
ACT00000298,A001,2025-01-16,2025-01-16 07:17:00,2025-01-16 07:41:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,24.0
ACT00000299,A001,2025-01-16,2025-01-16 07:41:00,2025-01-16 07:56:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,15.0
ACT00000300,A001,2025-01-16,2025-01-16 07:57:00,2025-01-16 08:10:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,13.0
ACT00000301,A001,2025-01-16,2025-01-16 08:10:00,2025-01-16 08:31:00,Offline Work,Admin,,,1,1,SharePoint Tracker,21.0
ACT00000302,A001,2025-01-16,2025-01-16 08:34:00,2025-01-16 08:48:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00000303,A001,2025-01-16,2025-01-16 08:48:00,2025-01-16 09:04:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
ACT00000304,A001,2025-01-16,2025-01-16 09:04:00,2025-01-16 09:14:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00000305,A001,2025-01-16,2025-01-16 09:14:00,2025-01-16 09:33:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,19.0
ACT00000306,A001,2025-01-16,2025-01-16 09:34:00,2025-01-16 09:58:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,24.0
ACT00000307,A001,2025-01-16,2025-01-16 09:58:00,2025-01-16 10:05:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00000308,A001,2025-01-16,2025-01-16 10:05:00,2025-01-16 10:27:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,22.0
ACT00000309,A001,2025-01-16,2025-01-16 10:27:00,2025-01-16 10:44:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00000310,A001,2025-01-16,2025-01-16 10:44:00,2025-01-16 10:56:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00000311,A001,2025-01-16,2025-01-16 10:56:00,2025-01-16 11:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,4.0
ACT00000312,A001,2025-01-16,2025-01-16 11:00:00,2025-01-16 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00000313,A001,2025-01-16,2025-01-16 11:30:00,2025-01-16 11:44:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,14.0
ACT00000314,A001,2025-01-16,2025-01-16 11:44:00,2025-01-16 11:53:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00000315,A001,2025-01-16,2025-01-16 11:54:00,2025-01-16 12:28:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,34.0
ACT00000316,A001,2025-01-16,2025-01-16 12:28:00,2025-01-16 12:50:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,22.0
ACT00000317,A001,2025-01-16,2025-01-16 12:51:00,2025-01-16 13:06:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,15.0
ACT00000318,A001,2025-01-16,2025-01-16 13:06:00,2025-01-16 13:28:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00000319,A001,2025-01-16,2025-01-16 13:31:00,2025-01-16 13:45:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,14.0
ACT00000320,A001,2025-01-16,2025-01-16 13:45:00,2025-01-16 14:05:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00000321,A001,2025-01-16,2025-01-16 14:08:00,2025-01-16 14:24:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00000322,A001,2025-01-16,2025-01-16 14:24:00,2025-01-16 14:41:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00000323,A001,2025-01-16,2025-01-16 14:41:00,2025-01-16 14:53:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00000324,A001,2025-01-16,2025-01-16 14:53:00,2025-01-16 15:07:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,14.0
ACT00000325,A001,2025-01-16,2025-01-16 15:08:00,2025-01-16 15:27:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,19.0
ACT00000326,A001,2025-01-16,2025-01-16 15:27:00,2025-01-16 15:34:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00000327,A001,2025-01-16,2025-01-16 15:34:00,2025-01-16 15:48:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,14.0
ACT00000328,A001,2025-01-16,2025-01-16 15:48:00,2025-01-16 16:00:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,12.0
ACT00000329,A001,2025-01-17,2025-01-17 07:00:00,2025-01-17 07:08:00,Offline Work,Admin,,,1,1,SharePoint Tracker,8.0
ACT00000330,A001,2025-01-17,2025-01-17 07:08:00,2025-01-17 07:22:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00000331,A001,2025-01-17,2025-01-17 07:22:00,2025-01-17 07:34:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,12.0
ACT00000332,A001,2025-01-17,2025-01-17 07:34:00,2025-01-17 07:45:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00000333,A001,2025-01-17,2025-01-17 07:45:00,2025-01-17 07:53:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,8.0
ACT00000334,A001,2025-01-17,2025-01-17 07:53:00,2025-01-17 08:26:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,33.0
ACT00000335,A001,2025-01-17,2025-01-17 08:26:00,2025-01-17 08:37:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00000336,A001,2025-01-17,2025-01-17 08:37:00,2025-01-17 08:47:00,Offline Work,Break,,,0,1,Queue Manager,10.0
ACT00000337,A001,2025-01-17,2025-01-17 08:47:00,2025-01-17 09:04:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,17.0
ACT00000338,A001,2025-01-17,2025-01-17 09:04:00,2025-01-17 09:24:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,20.0
ACT00000339,A001,2025-01-17,2025-01-17 09:26:00,2025-01-17 09:47:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,21.0
ACT00000340,A001,2025-01-17,2025-01-17 09:47:00,2025-01-17 10:28:00,Offline Work,Training,,,1,1,SharePoint Tracker,41.0
ACT00000341,A001,2025-01-17,2025-01-17 10:28:00,2025-01-17 10:49:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,21.0
ACT00000342,A001,2025-01-17,2025-01-17 10:49:00,2025-01-17 11:00:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,11.0
ACT00000343,A001,2025-01-17,2025-01-17 11:00:00,2025-01-17 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00000344,A001,2025-01-17,2025-01-17 11:30:00,2025-01-17 12:30:00,Offline Work,Email Support,,,1,1,Queue Manager,60.0
ACT00000345,A001,2025-01-17,2025-01-17 12:30:00,2025-01-17 12:46:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00000346,A001,2025-01-17,2025-01-17 12:46:00,2025-01-17 13:01:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,15.0
ACT00000347,A001,2025-01-17,2025-01-17 13:01:00,2025-01-17 13:15:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00000348,A001,2025-01-17,2025-01-17 13:15:00,2025-01-17 13:29:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,14.0
ACT00000349,A001,2025-01-17,2025-01-17 13:29:00,2025-01-17 13:53:00,Offline Work,System Issue,,,0,1,IT Incident Log,24.0
ACT00000350,A001,2025-01-17,2025-01-17 13:53:00,2025-01-17 14:26:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,33.0
ACT00000351,A001,2025-01-17,2025-01-17 14:26:00,2025-01-17 14:31:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,5.0
ACT00000352,A001,2025-01-17,2025-01-17 14:31:00,2025-01-17 14:34:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,3.0
